DEPTH,CALI,DRHO,NPHI,PEF,RT,KLOGH,PHIF,VSH
4361.9,8.703,0.068,0.14,4.919,53.431,131.742,0.142,0.113
4362,8.703,0.067,0.14,4.879,54.675,117.839,0.141,0.118
4362.1,8.703,0.067,0.139,4.844,52.909,104.372,0.14,0.123
4362.2,8.703,0.067,0.14,4.798,51.976,113.189,0.143,0.121
4362.3,8.703,0.066,0.142,4.737,52.67,133.069,0.146,0.116
4362.4,8.703,0.064,0.145,4.677,51.908,140.548,0.149,0.116
4362.5,8.687,0.061,0.148,4.635,51.178,136.24,0.15,0.118
4362.6,8.672,0.058,0.151,4.608,51.954,139.977,0.148,0.115
4362.7,8.672,0.056,0.152,4.587,52.936,137.057,0.146,0.114
4362.8,8.672,0.054,0.152,4.568,53.243,120.624,0.142,0.117
4362.9,8.672,0.054,0.152,4.534,53.395,110.424,0.138,0.118
4363,8.672,0.053,0.151,4.486,52.926,114.123,0.136,0.114
4363.1,8.672,0.052,0.15,4.439,53.997,117.497,0.134,0.112
4363.2,8.672,0.052,0.15,4.408,54.458,107.529,0.133,0.114
4363.3,8.672,0.052,0.151,4.402,54.405,102.161,0.133,0.117
4363.4,8.672,0.052,0.152,4.422,54.833,100.748,0.135,0.12
4363.5,8.656,0.052,0.155,4.465,54.563,105.129,0.137,0.119
4363.6,8.66,0.05,0.15,4.527,59.137,121.855,0.144,0.118
4363.7,8.672,0.047,0.148,4.61,60.731,141.372,0.152,0.119
4363.8,8.649,0.046,0.146,4.703,53.898,180.833,0.161,0.115
4363.9,8.672,0.05,0.146,4.78,50.197,206.678,0.169,0.115
4364,8.672,0.057,0.146,4.815,51.598,243.053,0.173,0.111
4364.1,8.672,0.062,0.143,4.808,52.888,231.706,0.175,0.115
4364.2,8.66,0.066,0.138,4.771,54.614,209.192,0.177,0.122
4364.3,8.656,0.068,0.131,4.718,56.196,219.408,0.18,0.122
4364.4,8.672,0.07,0.128,4.664,56.491,220.419,0.184,0.125
4364.5,8.672,0.071,0.129,4.612,57.753,270.757,0.189,0.12
4364.6,8.672,0.069,0.132,4.56,59.423,285.988,0.193,0.121
4364.7,8.672,0.066,0.134,4.52,59.03,314.271,0.197,0.12
4364.8,8.672,0.064,0.137,4.499,56.858,366.064,0.2,0.115
4364.9,8.672,0.064,0.14,4.5,55.667,391.735,0.201,0.113
4365,8.625,0.065,0.148,4.514,54.487,451.003,0.201,0.106
4365.1,8.625,0.066,0.152,4.52,54.249,392.532,0.201,0.113
4365.2,8.648,0.067,0.152,4.504,53.662,377.764,0.201,0.115
4365.3,8.625,0.067,0.155,4.472,53.385,352.461,0.201,0.118
4365.4,8.625,0.065,0.154,4.446,54.222,326.583,0.2,0.121
4365.5,8.625,0.061,0.154,4.433,55.49,309.22,0.199,0.122
4365.6,8.625,0.056,0.155,4.42,55.73,305.578,0.197,0.122
4365.7,8.625,0.052,0.157,4.397,56.456,293.133,0.193,0.12
4365.8,8.625,0.048,0.159,4.367,56.35,264.488,0.189,0.121
4365.9,8.625,0.047,0.162,4.347,56.154,247.972,0.182,0.118
4366,8.649,0.047,0.162,4.342,56.235,216.911,0.175,0.118
4366.1,8.672,0.048,0.164,4.344,55.446,193.741,0.168,0.118
4366.2,8.641,0.049,0.167,4.345,55.4,148.164,0.163,0.126
4366.3,8.649,0.05,0.167,4.356,56.127,132.661,0.159,0.128
4366.4,8.672,0.051,0.164,4.381,57.435,131.59,0.157,0.126
4366.5,8.672,0.05,0.166,4.41,58.066,139.181,0.157,0.124
4366.6,8.672,0.05,0.168,4.418,57.974,140.892,0.161,0.126
4366.7,8.625,0.05,0.171,4.407,57.475,158.486,0.167,0.126
4366.8,8.649,0.05,0.166,4.388,56.7,184.917,0.174,0.125
4366.9,8.672,0.05,0.165,4.369,56.263,202.754,0.18,0.126
4367,8.625,0.05,0.167,4.351,57.78,235.017,0.185,0.123
4367.1,8.625,0.051,0.167,4.338,57.294,281.267,0.191,0.12
4367.2,8.625,0.053,0.166,4.34,56.601,366.902,0.195,0.111
4367.3,8.625,0.054,0.166,4.36,57.467,420.522,0.197,0.106
4367.4,8.625,0.054,0.166,4.379,56.086,414.472,0.201,0.11
4367.5,8.625,0.053,0.166,4.385,53.604,543.092,0.205,0.101
4367.6,8.625,0.052,0.165,4.38,51.216,633.218,0.209,0.097
4367.7,8.625,0.052,0.161,4.389,47.53,664.565,0.213,0.098
4367.8,8.625,0.053,0.153,4.429,45.414,644.678,0.217,0.103
4367.9,8.625,0.052,0.142,4.504,48.863,754.562,0.22,0.098
4368,8.625,0.049,0.13,4.611,64.746,662.466,0.222,0.106
4368.1,8.641,0.043,0.114,4.749,67.788,632.483,0.222,0.109
4368.2,8.672,0.035,0.1,4.934,70.516,612.685,0.222,0.11
4368.3,8.672,0.028,0.086,5.165,73.716,571.669,0.223,0.114
4368.4,8.672,0.023,0.073,5.432,71.861,570.56,0.221,0.112
4368.5,8.672,0.025,0.06,5.683,69.009,564.765,0.219,0.111
4368.6,8.682,0.034,0.049,5.879,65.178,608.66,0.219,0.108
4368.7,8.703,0.047,0.04,5.989,68.164,572.481,0.22,0.111
4368.8,8.719,0.061,0.032,6.012,70.96,465.383,0.221,0.122
4368.9,8.719,0.07,0.03,5.97,73.589,486.741,0.219,0.119
4369,8.703,0.074,0.027,5.898,74.771,524.177,0.219,0.115
4369.1,8.703,0.074,0.025,5.831,78.089,580.33,0.22,0.111
4369.2,8.693,0.074,0.024,5.791,79.17,571.836,0.22,0.111
4369.3,8.672,0.074,0.026,5.775,79.94,515.009,0.219,0.115
4369.4,8.672,0.071,0.028,5.77,83.298,551.358,0.217,0.111
4369.5,8.672,0.066,0.031,5.758,81.971,487.722,0.216,0.116
4369.6,8.672,0.061,0.034,5.742,82.297,493.718,0.215,0.114
4369.7,8.672,0.061,0.037,5.732,83.46,456.717,0.213,0.116
4369.8,8.672,0.065,0.04,5.732,83.301,354.042,0.208,0.124
4369.9,8.703,0.071,0.041,5.744,82.945,278.643,0.2,0.128
4370,8.719,0.078,0.04,5.77,78.559,229.866,0.188,0.127
4370.1,8.75,0.082,0.042,5.803,73.391,225.701,0.175,0.116
4370.2,8.75,0.084,0.042,5.825,71.042,238.806,0.16,0.101
4370.3,8.771,0.085,0.041,5.807,74.447,185.993,0.147,0.101
4370.4,8.781,0.085,0.041,5.746,70.188,142.739,0.134,0.102
4370.5,8.75,0.084,0.043,5.668,62.825,114.856,0.117,0.098
4370.6,8.75,0.083,0.044,5.606,61.687,84.25,0.097,0.095
4370.7,8.75,0.082,0.047,5.561,54.87,55.191,0.072,0.093
4370.8,8.726,0.081,0.053,5.501,51.882,32.636,0.047,0.096
4370.9,8.672,0.081,0.061,5.409,32.198,25.096,0.025,0.089
4371,8.672,0.081,0.068,5.295,22.792,29.741,0.034,0.089
4371.1,8.672,0.078,0.078,5.192,23.032,24.689,0.033,0.097
4371.2,8.672,0.072,0.09,5.12,16.617,25.287,0.032,0.095
4371.3,8.672,0.062,0.106,5.089,12.162,24.187,0.032,0.097
4371.4,8.672,0.049,0.125,5.107,12.79,25.089,0.032,0.096
4371.5,8.672,0.033,0.144,5.181,9.319,26.775,0.033,0.093
4371.6,8.672,0.017,0.16,5.297,9.076,24.466,0.034,0.098
4371.7,8.672,0.003,0.173,5.427,8.974,25.269,0.036,0.098
4371.8,8.672,-0.006,0.182,5.511,12.98,24.626,0.037,0.1
4371.9,8.672,-0.007,0.189,5.515,37.608,22.851,0.03,0.097
4372,8.672,0.002,0.192,5.451,47.625,24.289,0.033,0.098
4372.1,8.672,0.016,0.192,5.354,35.467,25.21,0.039,0.101
4372.2,8.672,0.032,0.19,5.26,28.518,24.952,0.047,0.109
4372.3,8.648,0.047,0.19,5.195,26.452,30.36,0.057,0.108
4372.4,8.625,0.06,0.187,5.161,34.467,42.791,0.065,0.099
4372.5,8.625,0.074,0.185,5.124,45.666,59.023,0.073,0.091
4372.6,8.625,0.082,0.183,5.054,38.038,59.49,0.082,0.098
4372.7,8.672,0.081,0.178,4.952,32.521,55.364,0.089,0.107
4372.8,8.648,0.075,0.174,4.848,37.136,64.215,0.095,0.106
4372.9,8.625,0.068,0.174,4.773,46.377,71.878,0.103,0.107
4373,8.625,0.064,0.17,4.742,58.832,88.788,0.11,0.103
4373.1,8.625,0.062,0.167,4.743,67.224,97.808,0.116,0.105
4373.2,8.625,0.059,0.163,4.751,74.978,130.014,0.125,0.098
4373.3,8.625,0.056,0.158,4.743,91.02,164.646,0.137,0.097
4373.4,8.625,0.052,0.151,4.71,106.189,188.887,0.152,0.104
4373.5,8.625,0.05,0.144,4.664,123.332,262.285,0.168,0.102
4373.6,8.625,0.05,0.14,4.63,140.916,364.931,0.182,0.099
4373.7,8.625,0.051,0.136,4.643,422.773,369.981,0.192,0.107
4373.8,8.625,0.052,0.132,4.731,32075.068,396.319,0.195,0.107
4373.9,8.625,0.051,0.13,4.903,62290.77,396.012,0.193,0.105
4374,8.625,0.047,0.132,5.131,62203.191,421.389,0.186,0.096
4374.1,8.625,0.042,0.138,5.356,31179.805,338,0.175,0.097
4374.2,8.648,0.038,0.146,5.54,39.802,149.477,0.131,0.097
4374.3,8.653,0.036,0.161,5.695,11.639,147.525,0.121,0.089
4374.4,8.672,0.036,0.169,5.859,8.068,150.263,0.12,0.087
4374.5,8.662,0.036,0.178,6.082,7.612,176.674,0.125,0.084
4374.6,8.625,0.037,0.189,6.344,6.463,350.087,0.164,0.085
4374.7,8.672,0.04,0.195,6.563,5.59,430.557,0.169,0.08
4374.8,8.672,0.046,0.205,6.669,5.727,456.506,0.175,0.083
4374.9,8.672,0.054,0.216,6.663,4.558,481.183,0.183,0.087
4375,8.691,0.061,0.222,6.582,3.113,476.994,0.19,0.094
4375.1,8.703,0.061,0.228,6.473,2.69,605.097,0.209,0.099
4375.2,8.75,0.058,0.229,6.36,2.918,756.724,0.213,0.092
4375.3,8.719,0.062,0.237,6.254,3.02,770.783,0.217,0.094
4375.4,8.703,0.075,0.243,6.174,2.629,625.83,0.218,0.105
4375.5,8.703,0.092,0.247,6.133,2.283,562.209,0.218,0.111
4375.6,8.703,0.103,0.249,6.123,2.117,485.372,0.217,0.116
4375.7,8.703,0.106,0.249,6.121,2.004,316.601,0.213,0.134
4375.8,8.703,0.104,0.248,6.121,1.965,178.637,0.208,0.157
4375.9,8.703,0.098,0.244,6.123,1.946,94.464,0.202,0.182
4376,8.703,0.09,0.238,6.116,1.931,37.136,0.194,0.22
4376.1,8.703,0.082,0.235,6.091,1.909,11.707,0.184,0.267
4376.2,8.703,0.074,0.235,6.04,1.927,4.187,0.171,0.305
4376.3,8.703,0.068,0.237,5.979,1.919,1.041,0.156,0.359
4376.4,8.703,0.066,0.237,5.93,1.926,0.246,0.139,0.413
4376.5,8.703,0.068,0.237,5.901,1.9,0.037,0.121,0.489
4376.6,8.703,0.072,0.238,5.899,1.917,0.012,0.104,0.53
4376.7,8.703,0.077,0.24,5.916,1.994,0.006,0.09,0.546
4376.8,8.75,0.08,0.239,5.942,2.03,0.004,0.077,0.553
4376.9,8.75,0.08,0.239,5.949,2.069,0.003,0.063,0.565
4377,8.719,0.077,0.241,5.916,2.092,0.002,0.051,0.567
4377.1,8.703,0.074,0.241,5.846,2.086,0.002,0.04,0.571
4377.2,8.703,0.072,0.24,5.775,2.111,0.002,0.036,0.568
4377.3,8.703,0.072,0.24,5.728,2.1,0.001,0.034,0.568
4377.4,8.703,0.073,0.239,5.723,2.085,0.001,0.029,0.577
4377.5,8.75,0.074,0.236,5.756,2.018,0.001,0.02,0.572
4377.6,8.75,0.075,0.236,5.821,1.962,0.001,0.02,0.563
4377.7,8.75,0.076,0.237,5.897,1.899,0.001,0.02,0.565
4377.8,8.75,0.077,0.237,5.963,1.882,0.001,0.02,0.567
4377.9,8.75,0.078,0.237,5.997,1.913,0.001,0.023,0.562
4378,8.75,0.079,0.238,5.99,1.908,0.002,0.038,0.563
4378.1,8.75,0.078,0.241,5.951,1.948,0.002,0.052,0.558
4378.2,8.75,0.076,0.246,5.916,1.948,0.003,0.063,0.554
4378.3,8.75,0.073,0.25,5.917,1.963,0.004,0.071,0.555
4378.4,8.75,0.07,0.252,5.964,1.933,0.005,0.076,0.55
4378.5,8.75,0.068,0.251,6.036,1.997,0.005,0.077,0.545
4378.6,8.75,0.067,0.25,6.121,1.935,0.005,0.077,0.55
4378.7,8.75,0.068,0.249,6.208,1.944,0.005,0.077,0.542
4378.8,8.703,0.072,0.252,6.292,1.946,0.005,0.079,0.551
4378.9,8.703,0.078,0.254,6.357,1.918,0.005,0.083,0.549
4379,8.727,0.081,0.256,6.388,1.85,0.005,0.086,0.55
4379.1,8.75,0.082,0.261,6.396,1.859,0.006,0.089,0.549
4379.2,8.75,0.079,0.264,6.412,1.88,0.006,0.091,0.547
4379.3,8.75,0.076,0.264,6.468,1.92,0.007,0.091,0.545
4379.4,8.75,0.072,0.262,6.555,1.934,0.004,0.091,0.563
4379.5,8.74,0.066,0.261,6.632,1.884,0.007,0.091,0.541
4379.6,8.703,0.057,0.264,6.684,1.815,0.01,0.091,0.525
4379.7,8.703,0.047,0.264,6.732,1.783,0.011,0.093,0.523
4379.8,8.703,0.039,0.264,6.807,1.747,0.011,0.094,0.522
4379.9,8.703,0.035,0.266,6.919,1.756,0.011,0.094,0.525
4380,8.703,0.035,0.272,7.049,1.787,0.01,0.092,0.526
4380.1,8.703,0.039,0.279,7.176,1.774,0.008,0.088,0.531
4380.2,8.703,0.042,0.285,7.281,1.741,0.007,0.084,0.534
4380.3,8.703,0.044,0.287,7.361,1.68,0.004,0.082,0.559
4380.4,8.703,0.045,0.288,7.426,1.612,0.005,0.082,0.553
4380.5,8.703,0.046,0.291,7.482,1.525,0.01,0.082,0.519
4380.6,8.741,0.046,0.291,7.532,1.497,0.009,0.082,0.521
4380.7,8.75,0.045,0.291,7.574,1.579,0.007,0.079,0.531
4380.8,8.762,0.043,0.287,7.607,1.784,0.007,0.074,0.526
4380.9,8.762,0.042,0.278,7.65,1.899,0.01,0.064,0.503
4381,8.75,0.044,0.27,7.685,1.997,0.009,0.053,0.496
4381.1,8.734,0.051,0.265,7.645,2.046,0.006,0.043,0.51
4381.2,8.703,0.057,0.266,7.478,2.018,0.006,0.037,0.499
4381.3,8.703,0.06,0.267,7.238,1.948,0.005,0.033,0.509
4381.4,8.703,0.061,0.27,7.029,1.913,0.006,0.03,0.495
4381.5,8.703,0.061,0.272,6.914,1.935,0.007,0.027,0.486
4381.6,8.703,0.059,0.272,6.876,1.938,0.004,0.024,0.508
4381.7,8.703,0.057,0.27,6.847,1.964,0.004,0.023,0.51
4381.8,8.682,0.056,0.268,6.781,1.981,0.005,0.021,0.496
4381.9,8.703,0.06,0.268,6.676,1.992,0.004,0.02,0.501
4382,8.703,0.066,0.268,6.553,1.992,0.004,0.02,0.51
4382.1,8.703,0.074,0.267,6.428,1.963,0.003,0.02,0.518
4382.2,8.703,0.081,0.262,6.312,1.937,0.004,0.02,0.51
4382.3,8.703,0.085,0.256,6.216,1.927,0.005,0.02,0.492
4382.4,8.703,0.085,0.251,6.146,1.927,0.006,0.02,0.489
4382.5,8.703,0.082,0.248,6.102,1.926,0.005,0.02,0.5
4382.6,8.703,0.077,0.246,6.068,1.926,0.004,0.02,0.503
4382.7,8.703,0.073,0.246,6.038,1.917,0.005,0.023,0.5
4382.8,8.703,0.071,0.248,6.019,1.895,0.006,0.028,0.492
4382.9,8.703,0.07,0.251,6.018,1.88,0.004,0.033,0.515
4383,8.703,0.07,0.253,6.034,1.891,0.003,0.036,0.532
4383.1,8.703,0.069,0.251,6.064,1.882,0.002,0.037,0.539
4383.2,8.703,0.068,0.249,6.106,1.874,0.002,0.035,0.546
4383.3,8.703,0.067,0.248,6.169,1.828,0.002,0.031,0.55
4383.4,8.703,0.067,0.249,6.244,1.787,0.002,0.028,0.554
4383.5,8.703,0.067,0.25,6.318,1.794,0.003,0.028,0.528
4383.6,8.703,0.068,0.25,6.37,1.843,0.003,0.03,0.533
4383.7,8.703,0.068,0.249,6.375,1.771,0.004,0.035,0.52
4383.8,8.703,0.069,0.246,6.306,1.723,0.005,0.04,0.512
4383.9,8.703,0.072,0.241,6.174,1.745,0.006,0.044,0.506
4384,8.703,0.074,0.235,6.019,1.732,0.006,0.044,0.507
4384.1,8.703,0.073,0.229,5.9,1.717,0.004,0.042,0.527
4384.2,8.703,0.067,0.227,5.871,1.682,0.003,0.04,0.533
4384.3,8.703,0.06,0.229,5.937,1.659,0.003,0.04,0.533
4384.4,8.703,0.057,0.234,6.019,1.724,0.004,0.044,0.531
4384.5,8.703,0.055,0.239,6.102,1.521,0.004,0.05,0.527
4384.6,8.703,0.06,0.241,6.068,1.423,0.005,0.058,0.528
4384.7,8.688,0.065,0.239,5.95,1.443,0.006,0.065,0.53
4384.8,8.703,0.066,0.233,5.839,1.514,0.007,0.072,0.528
4384.9,8.703,0.065,0.225,5.803,1.522,0.005,0.076,0.542
4385,8.703,0.064,0.218,5.823,1.521,0.004,0.079,0.553
4385.1,8.703,0.066,0.215,5.851,1.505,0.006,0.08,0.543
4385.2,8.703,0.069,0.215,5.848,1.501,0.006,0.08,0.543
4385.3,8.703,0.073,0.216,5.817,1.474,0.008,0.08,0.526
4385.4,8.703,0.075,0.215,5.776,1.469,0.013,0.079,0.502
4385.5,8.703,0.076,0.212,5.747,1.438,0.015,0.078,0.495
4385.6,8.703,0.078,0.21,5.733,1.465,0.013,0.077,0.501
4385.7,8.703,0.08,0.21,5.723,1.471,0.012,0.077,0.504
4385.8,8.703,0.082,0.213,5.715,1.449,0.012,0.078,0.504
4385.9,8.703,0.084,0.218,5.717,1.472,0.022,0.08,0.478
4386,8.703,0.083,0.22,5.733,1.459,0.017,0.082,0.49
4386.1,8.726,0.081,0.227,5.743,1.46,0.022,0.084,0.481
4386.2,8.703,0.079,0.228,5.727,1.477,0.029,0.087,0.471
4386.3,8.726,0.078,0.226,5.691,1.489,0.033,0.091,0.467
4386.4,8.703,0.075,0.222,5.688,1.478,0.034,0.092,0.468
4386.5,8.703,0.068,0.219,5.769,1.473,0.035,0.088,0.451
4386.6,8.734,0.059,0.215,5.919,1.462,0.036,0.084,0.457
4386.7,8.75,0.052,0.217,6.069,1.461,0.025,0.08,0.471
4386.8,8.703,0.049,0.219,6.161,1.454,0.026,0.081,0.47
4386.9,8.703,0.052,0.223,6.178,1.444,0.027,0.086,0.473
4387,8.703,0.056,0.228,6.166,1.422,0.034,0.092,0.467
4387.1,8.703,0.06,0.232,6.152,1.426,0.028,0.095,0.48
4387.2,8.703,0.063,0.234,6.136,1.441,0.021,0.094,0.493
4387.3,8.719,0.066,0.233,6.102,1.436,0.025,0.091,0.481
4387.4,8.75,0.069,0.234,6.061,1.452,0.033,0.09,0.467
4387.5,8.75,0.068,0.233,6.05,1.467,0.036,0.089,0.462
4387.6,8.75,0.066,0.23,6.089,1.484,0.042,0.089,0.454
4387.7,8.75,0.064,0.225,6.166,1.49,0.022,0.088,0.484
4387.8,8.703,0.063,0.224,6.255,1.488,0.032,0.087,0.466
4387.9,8.703,0.062,0.222,6.318,1.475,0.03,0.087,0.469
4388,8.703,0.063,0.222,6.322,1.457,0.027,0.089,0.475
4388.1,8.703,0.063,0.223,6.265,1.431,0.026,0.092,0.481
4388.2,8.703,0.064,0.224,6.165,1.423,0.036,0.096,0.468
4388.3,8.688,0.063,0.225,6.05,1.416,0.031,0.097,0.477
4388.4,8.703,0.062,0.223,5.951,1.421,0.016,0.097,0.507
4388.5,8.703,0.059,0.223,5.894,1.429,0.018,0.095,0.502
4388.6,8.703,0.058,0.224,5.9,1.421,0.014,0.093,0.511
4388.7,8.703,0.058,0.224,5.973,1.422,0.009,0.091,0.531
4388.8,8.703,0.06,0.225,6.081,1.424,0.008,0.088,0.532
4388.9,8.703,0.063,0.227,6.163,1.425,0.01,0.084,0.519
4389,8.703,0.066,0.228,6.167,1.435,0.011,0.078,0.51
4389.1,8.703,0.069,0.228,6.1,1.437,0.012,0.073,0.502
4389.2,8.703,0.071,0.224,6.009,1.443,0.014,0.071,0.493
4389.3,8.703,0.072,0.218,5.932,1.443,0.016,0.071,0.484
4389.4,8.703,0.072,0.214,5.875,1.438,0.018,0.071,0.481
4389.5,8.703,0.073,0.213,5.825,1.427,0.02,0.072,0.476
4389.6,8.703,0.073,0.213,5.785,1.429,0.014,0.074,0.494
4389.7,8.703,0.076,0.214,5.762,1.432,0.009,0.078,0.516
4389.8,8.703,0.079,0.217,5.747,1.435,0.01,0.08,0.517
4389.9,8.703,0.081,0.219,5.73,1.445,0.008,0.08,0.526
4390,8.703,0.08,0.22,5.708,1.446,0.006,0.08,0.539
4390.1,8.703,0.077,0.218,5.695,1.451,0.006,0.08,0.54
4390.2,8.703,0.074,0.215,5.695,1.452,0.005,0.079,0.544
4390.3,8.703,0.073,0.214,5.701,1.432,0.005,0.079,0.548
4390.4,8.703,0.074,0.216,5.709,1.422,0.007,0.079,0.53
4390.5,8.703,0.074,0.218,5.718,1.438,0.012,0.082,0.507
4390.6,8.703,0.075,0.22,5.73,1.462,0.01,0.084,0.521
4390.7,8.703,0.074,0.221,5.744,1.46,0.008,0.085,0.529
4390.8,8.703,0.073,0.22,5.752,1.459,0.011,0.084,0.514
4390.9,8.703,0.071,0.219,5.755,1.446,0.01,0.081,0.516
4391,8.703,0.068,0.217,5.769,1.426,0.011,0.076,0.507
4391.1,8.703,0.068,0.214,5.813,1.421,0.009,0.073,0.515
4391.2,8.703,0.069,0.211,5.883,1.438,0.006,0.071,0.53
4391.3,8.682,0.072,0.211,5.954,1.438,0.011,0.071,0.505
4391.4,8.672,0.074,0.212,6.005,1.445,0.01,0.072,0.51
4391.5,8.688,0.076,0.213,6.053,1.443,0.009,0.074,0.516
4391.6,8.703,0.075,0.217,6.122,1.435,0.01,0.075,0.51
4391.7,8.703,0.069,0.22,6.235,1.425,0.007,0.076,0.528
4391.8,8.703,0.062,0.221,6.384,1.426,0.006,0.075,0.535
4391.9,8.703,0.055,0.223,6.56,1.444,0.009,0.074,0.517
4392,8.703,0.049,0.226,6.757,1.432,0.012,0.075,0.503
4392.1,8.703,0.045,0.229,6.944,1.434,0.014,0.079,0.499
4392.2,8.703,0.042,0.232,7.061,1.416,0.016,0.084,0.497
4392.3,8.703,0.042,0.232,7.053,1.416,0.021,0.088,0.488
4392.4,8.703,0.045,0.228,6.916,1.384,0.014,0.089,0.508
4392.5,8.703,0.051,0.222,6.726,1.392,0.01,0.089,0.524
4392.6,8.688,0.057,0.221,6.559,1.406,0.013,0.087,0.509
4392.7,8.703,0.062,0.22,6.459,1.449,0.019,0.087,0.49
4392.8,8.703,0.063,0.221,6.441,1.46,0.027,0.086,0.473
4392.9,8.703,0.063,0.221,6.484,1.501,0.038,0.087,0.457
4393,8.703,0.061,0.219,6.561,1.516,0.037,0.087,0.459
4393.1,8.703,0.059,0.217,6.638,1.54,0.036,0.087,0.459
4393.2,8.703,0.058,0.216,6.683,1.554,0.031,0.084,0.464
4393.3,8.726,0.058,0.213,6.681,1.53,0.036,0.079,0.453
4393.4,8.703,0.058,0.216,6.633,1.549,0.035,0.073,0.449
4393.5,8.703,0.058,0.216,6.573,1.535,0.04,0.067,0.437
4393.6,8.703,0.059,0.216,6.56,1.537,0.034,0.063,0.441
4393.7,8.703,0.059,0.217,6.625,1.524,0.02,0.062,0.465
4393.8,8.703,0.059,0.217,6.739,1.524,0.023,0.063,0.461
4393.9,8.703,0.061,0.216,6.824,1.528,0.027,0.064,0.454
4394,8.703,0.064,0.215,6.841,1.532,0.032,0.063,0.444
4394.1,8.703,0.069,0.214,6.793,1.531,0.031,0.058,0.442
4394.2,8.719,0.074,0.21,6.703,1.533,0.033,0.054,0.435
4394.3,8.719,0.079,0.212,6.579,1.525,0.038,0.053,0.427
4394.4,8.703,0.083,0.21,6.419,1.517,0.045,0.054,0.42
4394.5,8.703,0.086,0.206,6.259,1.514,0.048,0.056,0.419
4394.6,8.703,0.088,0.204,6.131,1.509,0.052,0.058,0.417
4394.7,8.703,0.09,0.203,6.027,1.506,0.063,0.061,0.409
4394.8,8.734,0.091,0.201,5.931,1.506,0.099,0.064,0.391
4394.9,8.703,0.091,0.204,5.833,1.501,0.114,0.068,0.387
4395,8.703,0.089,0.203,5.762,1.496,0.127,0.072,0.385
4395.1,8.703,0.088,0.201,5.743,1.509,0.096,0.074,0.401
4395.2,8.703,0.088,0.197,5.746,1.514,0.084,0.075,0.409
4395.3,8.703,0.088,0.193,5.75,1.51,0.074,0.074,0.414
4395.4,8.75,0.088,0.171,5.744,1.489,0.071,0.073,0.414
4395.5,8.75,0.088,0.183,5.723,1.477,0.105,0.072,0.395
4395.6,8.703,0.086,0.186,5.689,1.469,0.087,0.072,0.404
4395.7,8.703,0.084,0.187,5.675,1.47,0.112,0.073,0.393
4395.8,8.703,0.081,0.187,5.694,1.52,0.176,0.073,0.371
4395.9,8.703,0.079,0.184,5.726,1.575,0.166,0.073,0.373
4396,8.75,0.077,0.181,5.731,1.584,0.129,0.072,0.385
4396.1,8.75,0.076,0.182,5.7,1.568,0.155,0.071,0.375
4396.2,8.75,0.076,0.181,5.656,1.587,0.176,0.069,0.367
4396.3,8.766,0.077,0.183,5.635,1.618,0.167,0.066,0.367
4396.4,8.75,0.077,0.182,5.644,1.648,0.155,0.063,0.368
4396.5,8.75,0.077,0.18,5.652,1.632,0.147,0.062,0.37
4396.6,8.75,0.074,0.179,5.627,1.497,0.121,0.063,0.38
4396.7,8.75,0.07,0.177,5.589,1.326,0.094,0.065,0.394
4396.8,8.75,0.064,0.173,5.608,1.236,0.126,0.068,0.383
4396.9,8.75,0.061,0.172,5.729,1.488,0.191,0.073,0.367
4397,8.727,0.061,0.165,5.927,1.523,0.194,0.078,0.371
4397.1,8.781,0.065,0.159,6.139,1.468,0.216,0.084,0.371
4397.2,8.781,0.069,0.155,6.351,1.544,0.266,0.088,0.364
4397.3,8.8,0.074,0.151,6.57,1.725,0.227,0.091,0.374
4397.4,8.828,0.078,0.153,6.775,1.88,0.259,0.092,0.369
4397.5,8.828,0.081,0.154,6.891,1.969,0.294,0.092,0.363
4397.6,8.828,0.079,0.153,6.864,1.972,0.294,0.092,0.363
4397.7,8.828,0.073,0.15,6.758,2.027,0.498,0.092,0.338
4397.8,8.797,0.064,0.152,6.698,2.419,0.59,0.093,0.33
4397.9,8.781,0.056,0.153,6.757,2.748,0.488,0.096,0.342
4398,8.703,0.048,0.161,6.953,2.866,0.631,0.099,0.332
4398.1,8.75,0.04,0.162,7.274,2.585,0.58,0.102,0.339
4398.2,8.75,0.032,0.166,7.654,2.585,0.676,0.103,0.332
4398.3,8.75,0.03,0.171,7.936,2.787,0.578,0.101,0.339
4398.4,8.761,0.035,0.175,8.011,3.564,0.513,0.098,0.342
4398.5,8.781,0.046,0.179,7.936,3.758,0.57,0.095,0.334
4398.6,8.75,0.057,0.184,7.801,3.402,0.442,0.092,0.343
4398.7,8.75,0.068,0.184,7.662,3.431,0.581,0.09,0.329
4398.8,8.75,0.075,0.182,7.553,3.558,0.657,0.09,0.323
4398.9,8.703,0.077,0.182,7.467,3.462,0.919,0.091,0.307
4399,8.693,0.076,0.181,7.378,3.72,0.938,0.089,0.305
4399.1,8.693,0.077,0.179,7.255,3.372,1.101,0.085,0.293
4399.2,8.672,0.08,0.186,7.069,2.908,0.988,0.078,0.292
4399.3,8.688,0.085,0.193,6.851,2.976,0.795,0.07,0.295
4399.4,8.703,0.086,0.202,6.681,2.858,0.778,0.062,0.289
4399.5,8.703,0.082,0.209,6.64,2.85,0.911,0.056,0.276
4399.6,8.703,0.075,0.215,6.721,2.752,1.051,0.052,0.266
4399.7,8.703,0.07,0.22,6.846,2.788,1.053,0.051,0.265
