DEPTH,CALI,DRHO,NPHI,PEF,RT,KLOGH,PHIF,VSH
4335,8.703,0.057,0.214,6.779,2.194,0.001,0.091,0.794
4335.1,8.687,0.057,0.216,6.8,2.261,0.001,0.088,0.785
4335.2,8.672,0.052,0.214,6.869,2.249,0.001,0.089,0.783
4335.3,8.672,0.046,0.209,6.956,2.231,0.001,0.09,0.765
4335.4,8.693,0.042,0.202,7.019,2.231,0.001,0.09,0.763
4335.5,8.672,0.041,0.203,7.042,2.135,0.001,0.087,0.749
4335.6,8.672,0.045,0.205,7.037,1.942,0.001,0.081,0.752
4335.7,8.672,0.052,0.208,7.019,1.666,0.001,0.073,0.764
4335.8,8.672,0.059,0.21,6.994,1.885,0.001,0.068,0.774
4335.9,8.672,0.063,0.212,6.968,2.135,0.001,0.068,0.766
4336,8.672,0.065,0.214,6.949,1.912,0.001,0.07,0.728
4336.1,8.672,0.065,0.218,6.945,1.862,0.001,0.073,0.718
4336.2,8.672,0.065,0.222,6.956,1.83,0.001,0.074,0.718
4336.3,8.672,0.066,0.226,6.974,1.805,0.001,0.074,0.731
4336.4,8.672,0.067,0.226,6.965,1.774,0.001,0.074,0.757
4336.5,8.672,0.068,0.225,6.907,1.771,0.001,0.074,0.754
4336.6,8.672,0.067,0.223,6.808,1.793,0.001,0.075,0.757
4336.7,8.672,0.067,0.223,6.701,1.813,0.001,0.077,0.757
4336.8,8.672,0.065,0.224,6.629,1.816,0.001,0.078,0.744
4336.9,8.672,0.064,0.227,6.612,1.799,0.001,0.079,0.738
4337,8.672,0.064,0.229,6.637,1.807,0.001,0.078,0.728
4337.1,8.672,0.064,0.231,6.688,1.827,0.001,0.076,0.719
4337.2,8.672,0.064,0.232,6.75,1.853,0.001,0.072,0.706
4337.3,8.672,0.063,0.23,6.801,1.876,0.001,0.069,0.697
4337.4,8.672,0.06,0.228,6.81,1.891,0.001,0.069,0.693
4337.5,8.672,0.057,0.228,6.776,1.911,0.001,0.07,0.696
4337.6,8.672,0.056,0.229,6.736,1.901,0.001,0.071,0.711
4337.7,8.672,0.059,0.229,6.709,1.882,0.001,0.071,0.723
4337.8,8.672,0.065,0.228,6.684,1.864,0.001,0.069,0.733
4337.9,8.672,0.071,0.226,6.639,1.849,0.001,0.067,0.73
4338,8.672,0.073,0.226,6.588,1.854,0.001,0.068,0.738
4338.1,8.625,0.071,0.229,6.558,1.866,0.001,0.072,0.756
4338.2,8.672,0.068,0.227,6.571,1.874,0.001,0.076,0.758
4338.3,8.672,0.064,0.225,6.606,1.879,0.001,0.078,0.716
4338.4,8.672,0.062,0.222,6.641,1.886,0.001,0.078,0.696
4338.5,8.672,0.061,0.22,6.683,1.887,0.001,0.076,0.68
4338.6,8.672,0.059,0.219,6.741,1.896,0.001,0.073,0.664
4338.7,8.672,0.058,0.217,6.834,1.933,0.001,0.068,0.647
4338.8,8.672,0.059,0.213,6.955,1.999,0.001,0.06,0.633
4338.9,8.693,0.061,0.207,7.068,2.082,0.001,0.05,0.617
4339,8.703,0.066,0.207,7.121,2.131,0.001,0.042,0.621
4339.1,8.703,0.07,0.21,7.095,2.099,0.001,0.038,0.621
4339.2,8.703,0.073,0.216,6.999,2.035,0.001,0.04,0.643
4339.3,8.703,0.073,0.221,6.876,1.968,0.001,0.046,0.66
4339.4,8.687,0.072,0.227,6.77,1.914,0.001,0.055,0.69
4339.5,8.672,0.069,0.228,6.7,1.886,0.001,0.063,0.708
4339.6,8.703,0.067,0.226,6.649,1.877,0.001,0.069,0.719
4339.7,8.703,0.064,0.225,6.609,1.877,0.001,0.074,0.71
4339.8,8.703,0.063,0.227,6.577,1.881,0.001,0.077,0.713
4339.9,8.672,0.062,0.228,6.56,1.879,0.001,0.08,0.714
4340,8.672,0.062,0.229,6.565,1.867,0.001,0.081,0.728
4340.1,8.672,0.062,0.232,6.576,1.842,0.001,0.082,0.747
4340.2,8.672,0.06,0.235,6.587,1.828,0.001,0.082,0.744
4340.3,8.703,0.056,0.239,6.634,1.818,0.001,0.082,0.745
4340.4,8.672,0.05,0.243,6.724,1.806,0.001,0.081,0.746
4340.5,8.672,0.048,0.244,6.818,1.793,0.001,0.076,0.747
4340.6,8.703,0.052,0.243,6.842,1.81,0.001,0.069,0.744
4340.7,8.672,0.061,0.243,6.765,1.86,0.001,0.064,0.738
4340.8,8.672,0.067,0.241,6.657,1.88,0.001,0.065,0.738
4340.9,8.672,0.067,0.24,6.595,1.916,0.001,0.073,0.744
4341,8.672,0.064,0.24,6.607,1.93,0.001,0.081,0.744
4341.1,8.672,0.062,0.24,6.663,1.941,0.001,0.086,0.724
4341.2,8.672,0.06,0.236,6.716,1.967,0.001,0.085,0.71
4341.3,8.672,0.056,0.228,6.764,2.005,0.001,0.082,0.693
4341.4,8.672,0.05,0.218,6.832,2.111,0.001,0.077,0.65
4341.5,8.672,0.044,0.208,6.944,2.233,0.001,0.069,0.618
4341.6,8.648,0.043,0.205,7.081,2.326,0.002,0.057,0.575
4341.7,8.625,0.05,0.201,7.203,2.41,0.002,0.042,0.569
4341.8,8.672,0.061,0.203,7.266,2.39,0.001,0.027,0.564
4341.9,8.672,0.071,0.208,7.257,2.351,0.001,0.02,0.567
4342,8.672,0.077,0.215,7.203,2.271,0.001,0.02,0.602
4342.1,8.672,0.078,0.22,7.138,2.208,0.001,0.026,0.629
4342.2,8.672,0.077,0.225,7.055,2.119,0.001,0.036,0.646
4342.3,8.672,0.076,0.229,6.973,2.088,0.001,0.047,0.664
4342.4,8.687,0.076,0.233,6.846,2.035,0.001,0.056,0.693
4342.5,8.672,0.075,0.24,6.73,1.957,0.001,0.064,0.722
4342.6,8.672,0.074,0.242,6.672,1.89,0.001,0.071,0.742
4342.7,8.672,0.072,0.241,6.677,1.859,0.001,0.077,0.751
4342.8,8.672,0.068,0.24,6.71,1.863,0.001,0.083,0.767
4342.9,8.672,0.066,0.238,6.726,1.843,0.001,0.086,0.753
4343,8.672,0.066,0.238,6.716,1.818,0.001,0.086,0.767
4343.1,8.672,0.068,0.237,6.69,1.801,0.001,0.086,0.758
4343.2,8.703,0.069,0.237,6.652,1.794,0.001,0.087,0.757
4343.3,8.703,0.069,0.239,6.607,1.76,0.001,0.09,0.759
4343.4,8.672,0.068,0.246,6.583,1.71,0.001,0.094,0.768
4343.5,8.672,0.068,0.251,6.597,1.677,0.001,0.097,0.778
4343.6,8.688,0.067,0.251,6.646,1.698,0.001,0.099,0.772
4343.7,8.703,0.067,0.248,6.686,1.774,0.001,0.099,0.751
4343.8,8.688,0.067,0.246,6.689,1.806,0.001,0.098,0.744
4343.9,8.703,0.065,0.242,6.674,1.805,0.001,0.099,0.748
4344,8.703,0.061,0.243,6.671,1.805,0.001,0.1,0.737
4344.1,8.672,0.059,0.248,6.689,1.801,0.001,0.099,0.731
4344.2,8.672,0.059,0.251,6.714,1.804,0.001,0.097,0.729
4344.3,8.672,0.061,0.252,6.717,1.814,0.001,0.093,0.732
4344.4,8.672,0.064,0.251,6.697,1.862,0.001,0.09,0.748
4344.5,8.703,0.065,0.246,6.661,1.925,0.001,0.088,0.755
4344.6,8.703,0.066,0.243,6.621,1.989,0.001,0.087,0.737
4344.7,8.703,0.066,0.243,6.596,2.02,0.001,0.087,0.752
4344.8,8.703,0.066,0.245,6.606,1.98,0.001,0.088,0.763
4344.9,8.703,0.067,0.248,6.677,1.913,0.001,0.091,0.765
4345,8.745,0.07,0.246,6.828,1.875,0.001,0.094,0.781
4345.1,8.758,0.073,0.245,7.014,1.856,0.001,0.098,0.775
4345.2,8.781,0.074,0.242,7.126,1.857,0.001,0.102,0.77
4345.3,8.781,0.073,0.241,7.132,1.838,0.001,0.105,0.753
4345.4,8.781,0.071,0.241,7.093,1.812,0.001,0.106,0.747
4345.5,8.688,0.071,0.249,7.059,1.812,0.001,0.106,0.756
4345.6,8.703,0.071,0.25,7.039,1.816,0.001,0.105,0.746
4345.7,8.672,0.072,0.253,7.023,1.84,0.001,0.104,0.731
4345.8,8.687,0.073,0.255,6.991,1.841,0.001,0.102,0.726
4345.9,8.672,0.073,0.254,6.927,1.836,0.001,0.1,0.733
4346,8.687,0.071,0.249,6.83,1.833,0.001,0.099,0.74
4346.1,8.672,0.068,0.241,6.756,1.858,0.001,0.099,0.732
4346.2,8.672,0.064,0.235,6.777,1.917,0.001,0.099,0.735
4346.3,8.688,0.061,0.229,6.848,1.98,0.001,0.096,0.726
4346.4,8.703,0.061,0.229,6.896,2.027,0.001,0.09,0.713
4346.5,8.703,0.063,0.23,6.882,2.047,0.001,0.082,0.725
4346.6,8.672,0.065,0.234,6.81,2.05,0.001,0.077,0.739
4346.7,8.672,0.067,0.235,6.726,2.056,0.001,0.076,0.751
4346.8,8.672,0.068,0.236,6.679,2.062,0.001,0.077,0.759
4346.9,8.672,0.068,0.235,6.682,2.059,0.001,0.079,0.752
4347,8.672,0.069,0.234,6.718,2.056,0.001,0.08,0.74
4347.1,8.672,0.069,0.233,6.756,2.068,0.001,0.08,0.736
4347.2,8.672,0.069,0.232,6.777,2.077,0.001,0.08,0.74
4347.3,8.703,0.068,0.233,6.779,2.087,0.001,0.081,0.739
4347.4,8.703,0.069,0.24,6.774,2.101,0.001,0.082,0.756
4347.5,8.703,0.07,0.247,6.767,2.087,0.001,0.084,0.758
4347.6,8.703,0.07,0.252,6.751,2.062,0.001,0.087,0.765
4347.7,8.703,0.068,0.253,6.717,2.016,0.001,0.091,0.762
4347.8,8.703,0.065,0.251,6.664,1.951,0.001,0.095,0.758
4347.9,8.703,0.063,0.248,6.611,1.889,0.001,0.098,0.756
4348,8.703,0.063,0.245,6.58,1.873,0.001,0.101,0.765
4348.1,8.703,0.062,0.242,6.577,1.813,0.001,0.102,0.774
4348.2,8.75,0.062,0.238,6.591,1.81,0.001,0.103,0.771
4348.3,8.703,0.061,0.241,6.604,1.825,0.001,0.103,0.774
4348.4,8.703,0.061,0.242,6.604,1.841,0.001,0.102,0.769
4348.5,8.703,0.063,0.24,6.594,1.83,0.001,0.101,0.742
4348.6,8.75,0.064,0.242,6.601,1.812,0.001,0.099,0.759
4348.7,8.75,0.064,0.247,6.641,1.781,0.001,0.1,0.764
4348.8,8.703,0.061,0.251,6.706,1.722,0.001,0.102,0.767
4348.9,8.727,0.059,0.254,6.774,1.692,0.001,0.103,0.773
4349,8.75,0.059,0.261,6.823,1.688,0.001,0.102,0.758
4349.1,8.727,0.061,0.269,6.855,1.716,0.001,0.1,0.764
4349.2,8.703,0.062,0.271,6.876,1.721,0.001,0.098,0.761
4349.3,8.703,0.061,0.269,6.879,1.669,0.001,0.098,0.771
4349.4,8.75,0.059,0.261,6.843,1.649,0.001,0.098,0.766
4349.5,8.703,0.058,0.258,6.765,1.642,0.001,0.099,0.767
4349.6,8.703,0.058,0.252,6.669,1.642,0.001,0.101,0.784
4349.7,8.703,0.06,0.248,6.583,1.636,0.001,0.103,0.793
4349.8,8.703,0.062,0.246,6.525,1.625,0.001,0.106,0.786
4349.9,8.703,0.063,0.244,6.487,1.602,0.001,0.109,0.791
4350,8.727,0.062,0.238,6.457,1.569,0.001,0.111,0.802
4350.1,8.75,0.06,0.234,6.428,1.649,0.001,0.113,0.797
4350.2,8.75,0.057,0.233,6.403,1.654,0.001,0.114,0.813
4350.3,8.703,0.056,0.238,6.407,1.634,0.001,0.114,0.832
4350.4,8.703,0.056,0.242,6.464,1.611,0.001,0.114,0.833
4350.5,8.703,0.059,0.243,6.568,1.645,0.001,0.112,0.826
4350.6,8.703,0.063,0.243,6.704,1.69,0.001,0.111,0.841
4350.7,8.75,0.067,0.24,6.857,1.682,0.001,0.109,0.852
4350.8,8.75,0.073,0.242,7.004,1.722,0.001,0.108,0.863
4350.9,8.781,0.076,0.244,7.105,1.69,0.001,0.107,0.86
4351,8.781,0.075,0.249,7.11,1.616,0.001,0.109,0.836
4351.1,8.781,0.071,0.251,7.03,1.62,0.001,0.111,0.828
4351.2,8.781,0.066,0.249,6.924,1.681,0.001,0.111,0.816
4351.3,8.703,0.062,0.248,6.853,1.698,0.001,0.11,0.802
4351.4,8.75,0.059,0.237,6.838,1.753,0.001,0.106,0.788
4351.5,8.703,0.058,0.234,6.873,1.822,0.001,0.101,0.783
4351.6,8.703,0.058,0.231,6.919,1.89,0.001,0.095,0.775
4351.7,8.703,0.058,0.231,6.938,1.898,0.001,0.089,0.763
4351.8,8.703,0.057,0.23,6.921,1.916,0.001,0.085,0.771
4351.9,8.75,0.055,0.231,6.867,1.915,0.001,0.082,0.76
4352,8.703,0.054,0.232,6.788,1.906,0.001,0.082,0.749
4352.1,8.727,0.056,0.225,6.701,1.9,0.001,0.082,0.764
4352.2,8.75,0.062,0.22,6.63,1.886,0.001,0.081,0.766
4352.3,8.727,0.07,0.218,6.591,1.871,0.001,0.08,0.784
4352.4,8.703,0.075,0.215,6.594,1.867,0.001,0.079,0.748
4352.5,8.703,0.078,0.214,6.621,1.857,0.001,0.079,0.721
4352.6,8.703,0.076,0.216,6.638,1.856,0.001,0.081,0.737
4352.7,8.75,0.072,0.218,6.617,1.85,0.001,0.083,0.753
4352.8,8.75,0.067,0.224,6.575,1.812,0.001,0.087,0.75
4352.9,8.703,0.064,0.234,6.538,1.749,0.001,0.09,0.766
4353,8.703,0.063,0.239,6.513,1.69,0.001,0.092,0.779
4353.1,8.703,0.063,0.242,6.496,1.7,0.001,0.093,0.77
4353.2,8.703,0.064,0.246,6.474,1.748,0.001,0.093,0.759
4353.3,8.687,0.063,0.251,6.437,1.804,0.001,0.095,0.756
4353.4,8.672,0.064,0.254,6.39,1.726,0.001,0.098,0.779
4353.5,8.672,0.065,0.255,6.352,1.594,0.001,0.099,0.796
4353.6,8.672,0.067,0.256,6.348,1.347,0.001,0.101,0.796
4353.7,8.672,0.069,0.256,6.386,1.245,0.001,0.102,0.787
4353.8,8.625,0.069,0.258,6.449,1.269,0.001,0.106,0.773
4353.9,8.672,0.066,0.254,6.51,1.374,0.001,0.11,0.778
4354,8.672,0.063,0.252,6.552,1.534,0.001,0.112,0.768
4354.1,8.672,0.061,0.251,6.564,1.659,0.001,0.112,0.77
4354.2,8.672,0.06,0.25,6.548,1.698,0.001,0.108,0.754
4354.3,8.672,0.061,0.248,6.51,1.641,0.001,0.104,0.751
4354.4,8.672,0.061,0.247,6.464,1.656,0.001,0.101,0.759
4354.5,8.672,0.061,0.246,6.438,1.817,0.001,0.1,0.752
4354.6,8.672,0.06,0.248,6.475,2.132,0.001,0.1,0.751
4354.7,8.672,0.058,0.249,6.568,2.251,0.001,0.1,0.736
4354.8,8.672,0.056,0.246,6.654,2.388,0.001,0.099,0.743
4354.9,8.672,0.057,0.235,6.678,2.513,0.001,0.095,0.737
4355,8.672,0.059,0.215,6.661,2.83,0.001,0.091,0.742
4355.1,8.703,0.061,0.185,6.674,3.527,0.001,0.089,0.723
4355.2,8.688,0.059,0.158,6.751,4.186,0.001,0.087,0.674
4355.3,8.703,0.054,0.129,6.896,5.042,0.001,0.081,0.604
4355.4,8.703,0.049,0.11,7.11,6.261,0.001,0.068,0.536
4355.5,8.703,0.045,0.1,7.377,6.786,0.001,0.046,0.467
4355.6,8.703,0.043,0.098,7.684,6.786,0.001,0.02,0.394
4355.7,8.703,0.044,0.102,7.998,6.734,0.001,0.02,0.334
4355.8,8.703,0.047,0.109,8.304,6.932,0.001,0.02,0.294
4355.9,8.703,0.05,0.118,8.56,7.819,0.001,0.02,0.304
4356,8.75,0.053,0.125,8.716,9.849,0.001,0.02,0.33
4356.1,8.75,0.06,0.137,8.725,13.46,0.001,0.02,0.387
4356.2,8.703,0.07,0.15,8.597,15.26,0.001,0.02,0.447
4356.3,8.727,0.082,0.156,8.409,20.618,0.001,0.02,0.491
4356.4,8.75,0.089,0.162,8.235,25.529,0.001,0.02,0.54
4356.5,8.75,0.09,0.166,8.077,21.381,0.001,0.02,0.569
4356.6,8.75,0.087,0.174,7.909,15.73,0.001,0.02,0.566
4356.7,8.727,0.084,0.19,7.701,11.99,0.001,0.025,0.583
4356.8,8.703,0.085,0.206,7.439,9.078,0.001,0.035,0.634
4356.9,8.703,0.086,0.222,7.164,5.076,0.001,0.045,0.681
4357,8.703,0.085,0.232,6.919,3.682,0.001,0.058,0.734
4357.1,8.703,0.082,0.238,6.738,3.007,0.001,0.071,0.778
4357.2,8.703,0.077,0.242,6.64,2.586,0.001,0.082,0.808
4357.3,8.703,0.073,0.245,6.602,2.121,0.001,0.089,0.809
4357.4,8.75,0.072,0.244,6.597,1.907,0.001,0.092,0.801
4357.5,8.75,0.071,0.244,6.595,1.786,0.001,0.093,0.798
4357.6,8.703,0.069,0.245,6.587,1.725,0.001,0.096,0.778
4357.7,8.703,0.066,0.244,6.573,1.678,0.001,0.099,0.771
4357.8,8.75,0.064,0.244,6.577,1.66,0.001,0.103,0.769
4357.9,8.75,0.065,0.25,6.636,1.634,0.001,0.105,0.78
4358,8.75,0.069,0.257,6.768,1.599,0.001,0.105,0.774
4358.1,8.75,0.075,0.263,6.931,1.536,0.001,0.103,0.785
4358.2,8.75,0.079,0.266,7.056,1.457,0.001,0.102,0.798
4358.3,8.781,0.079,0.267,7.088,1.446,0.001,0.103,0.803
4358.4,8.781,0.076,0.27,7.026,1.484,0.001,0.108,0.83
4358.5,8.75,0.07,0.273,6.908,1.465,0.001,0.114,0.842
4358.6,8.75,0.066,0.273,6.788,1.454,0.001,0.12,0.839
4358.7,8.75,0.065,0.27,6.697,1.46,0.001,0.123,0.821
4358.8,8.75,0.066,0.265,6.628,1.466,0.001,0.124,0.816
4358.9,8.75,0.066,0.26,6.569,1.448,0.001,0.125,0.834
4359,8.703,0.065,0.259,6.513,1.413,0.001,0.124,0.839
4359.1,8.688,0.062,0.259,6.472,1.381,0.001,0.123,0.831
4359.2,8.703,0.059,0.257,6.438,1.395,0.001,0.12,0.807
4359.3,8.703,0.057,0.259,6.4,1.39,0.001,0.117,0.812
4359.4,8.703,0.058,0.263,6.364,1.349,0.001,0.115,0.814
4359.5,8.703,0.06,0.268,6.347,1.331,0.001,0.112,0.806
4359.6,8.703,0.063,0.271,6.362,1.368,0.001,0.109,0.809
4359.7,8.703,0.066,0.273,6.408,1.393,0.001,0.108,0.822
4359.8,8.703,0.066,0.272,6.463,1.391,0.001,0.109,0.813
4359.9,8.703,0.066,0.272,6.5,1.39,0.001,0.11,0.821
4360,8.672,0.065,0.271,6.508,1.416,0.001,0.11,0.821
4360.1,8.688,0.064,0.259,6.504,1.449,0.001,0.11,0.833
4360.2,8.703,0.063,0.242,6.541,1.556,0.001,0.107,0.819
4360.3,8.703,0.059,0.218,6.651,1.738,0.001,0.103,0.803
4360.4,8.703,0.052,0.193,6.857,2.139,0.001,0.095,0.733
4360.5,8.703,0.044,0.17,7.143,2.591,0.001,0.08,0.668
4360.6,8.703,0.036,0.15,7.474,3.074,0.001,0.057,0.603
4360.7,8.703,0.034,0.134,7.796,3.411,0.001,0.024,0.496
4360.8,8.672,0.038,0.126,8.043,3.795,0.001,0.02,0.392
4360.9,8.703,0.047,0.122,8.214,3.903,0.001,0.02,0.325
4361,8.703,0.058,0.128,8.321,3.863,0.001,0.02,0.306
4361.1,8.75,0.07,0.138,8.363,3.799,0.001,0.02,0.324
4361.2,8.75,0.086,0.158,8.304,3.64,0.001,0.02,0.366
4361.3,8.727,0.103,0.188,8.09,3.521,0.001,0.02,0.435
4361.4,8.703,0.115,0.22,7.731,3.263,0.001,0.02,0.523
4361.5,8.703,0.115,0.251,7.316,2.949,0.001,0.02,0.628
4361.6,8.703,0.105,0.273,6.949,2.103,0.001,0.038,0.706
4361.7,8.703,0.089,0.284,6.715,1.818,0.001,0.067,0.758
4361.8,8.703,0.076,0.286,6.619,1.674,0.001,0.088,0.806
4361.9,8.703,0.069,0.286,6.616,1.614,0.001,0.1,0.823
4362,8.703,0.067,0.286,6.651,1.437,0.001,0.107,0.813
4362.1,8.703,0.066,0.285,6.675,1.269,0.001,0.11,0.816
4362.2,8.703,0.065,0.284,6.676,1.195,0.001,0.113,0.82
4362.3,8.703,0.064,0.282,6.66,1.267,0.001,0.116,0.813
4362.4,8.703,0.064,0.282,6.649,1.326,0.001,0.117,0.796
4362.5,8.703,0.064,0.285,6.668,1.281,0.001,0.118,0.795
4362.6,8.703,0.064,0.289,6.725,1.198,0.001,0.118,0.781
4362.7,8.672,0.063,0.294,6.805,0.991,0.001,0.118,0.766
4362.8,8.672,0.062,0.296,6.878,0.837,0.001,0.118,0.775
4362.9,8.727,0.062,0.296,6.913,1.024,0.001,0.115,0.793
4363,8.703,0.063,0.298,6.903,1.177,0.001,0.111,0.789
4363.1,8.672,0.063,0.302,6.865,1.152,0.001,0.109,0.818
4363.2,8.672,0.061,0.303,6.845,1.167,0.001,0.109,0.8
4363.3,8.672,0.058,0.302,6.874,1.197,0.001,0.11,0.797
4363.4,8.672,0.056,0.299,6.953,1.253,0.001,0.11,0.802
4363.5,8.672,0.055,0.295,7.042,1.339,0.001,0.109,0.799
4363.6,8.672,0.054,0.29,7.099,1.385,0.001,0.105,0.793
4363.7,8.672,0.055,0.286,7.107,1.419,0.001,0.099,0.806
4363.8,8.672,0.056,0.282,7.075,1.468,0.001,0.093,0.83
4363.9,8.648,0.059,0.28,7.035,1.493,0.001,0.087,0.821
4364,8.625,0.062,0.275,6.999,1.503,0.001,0.082,0.833
4364.1,8.672,0.065,0.268,6.957,1.504,0.001,0.081,0.82
4364.2,8.672,0.067,0.267,6.891,1.499,0.001,0.083,0.826
4364.3,8.648,0.069,0.261,6.803,1.514,0.001,0.086,0.783
4364.4,8.672,0.07,0.262,6.696,1.522,0.001,0.089,0.788
4364.5,8.625,0.07,0.27,6.594,1.526,0.001,0.092,0.809
4364.6,8.672,0.069,0.272,6.519,1.561,0.001,0.097,0.808
4364.7,8.672,0.068,0.274,6.471,1.631,0.001,0.102,0.814
4364.8,8.672,0.066,0.272,6.44,1.638,0.001,0.107,0.833
4364.9,8.672,0.064,0.271,6.411,1.619,0.001,0.111,0.864
4365,8.672,0.063,0.271,6.396,1.561,0.001,0.113,0.838
4365.1,8.672,0.062,0.272,6.416,1.516,0.001,0.115,0.813
4365.2,8.672,0.062,0.272,6.466,1.515,0.001,0.115,0.804
4365.3,8.672,0.062,0.273,6.531,1.559,0.001,0.114,0.825
4365.4,8.672,0.062,0.276,6.576,1.588,0.001,0.112,0.831
4365.5,8.672,0.063,0.277,6.589,1.645,0.001,0.11,0.821
4365.6,8.672,0.064,0.277,6.59,1.706,0.001,0.11,0.814
4365.7,8.672,0.064,0.276,6.588,1.725,0.001,0.11,0.824
4365.8,8.672,0.064,0.274,6.58,1.698,0.001,0.111,0.819
4365.9,8.672,0.063,0.272,6.557,1.643,0.001,0.112,0.787
4366,8.672,0.06,0.269,6.523,1.575,0.001,0.112,0.805
4366.1,8.672,0.056,0.268,6.494,1.533,0.001,0.113,0.813
4366.2,8.672,0.05,0.267,6.487,1.557,0.001,0.113,0.822
4366.3,8.672,0.049,0.267,6.525,1.59,0.001,0.11,0.812
4366.4,8.672,0.047,0.267,6.563,1.624,0.001,0.106,0.802
4366.5,8.672,0.051,0.268,6.627,1.624,0.001,0.101,0.81
4366.6,8.672,0.055,0.271,6.691,1.626,0.001,0.095,0.81
4366.7,8.672,0.059,0.275,6.748,1.679,0.001,0.092,0.826
4366.8,8.672,0.06,0.277,6.793,1.71,0.001,0.09,0.822
4366.9,8.672,0.059,0.276,6.83,1.765,0.001,0.09,0.817
4367,8.703,0.058,0.27,6.847,1.786,0.001,0.089,0.833
4367.1,8.682,0.058,0.266,6.841,1.769,0.001,0.087,0.822
4367.2,8.672,0.06,0.255,6.813,1.821,0.001,0.083,0.838
4367.3,8.703,0.06,0.233,6.81,1.997,0.001,0.08,0.848
4367.4,8.672,0.053,0.206,6.944,2.2,0.001,0.078,0.856
4367.5,8.703,0.036,0.171,7.29,2.283,0.001,0.073,0.839
4367.6,8.703,0.018,0.138,7.765,2.473,0.001,0.062,0.779
4367.7,8.687,0.005,0.115,8.204,2.953,0.001,0.043,0.682
4367.8,8.672,0.003,0.099,8.495,3.608,0.001,0.02,0.54
4367.9,8.672,0.012,0.092,8.608,4.158,0.001,0.02,0.408
4368,8.672,0.032,0.093,8.594,4.674,0.001,0.02,0.309
4368.1,8.672,0.058,0.101,8.542,4.834,0.001,0.02,0.251
4368.2,8.672,0.081,0.114,8.52,5.171,0.001,0.02,0.217
4368.3,8.703,0.096,0.129,8.476,5.526,0.001,0.02,0.203
4368.4,8.703,0.105,0.15,8.321,5.655,0.001,0.02,0.221
4368.5,8.672,0.106,0.177,8.027,5.733,0.001,0.02,0.258
4368.6,8.703,0.1,0.202,7.641,5.962,0.001,0.02,0.302
4368.7,8.672,0.092,0.231,7.255,5.981,0.001,0.02,0.367
4368.8,8.693,0.084,0.255,6.949,5.71,0.001,0.048,0.445
4368.9,8.672,0.079,0.272,6.743,4.416,0.001,0.07,0.552
4369,8.672,0.075,0.281,6.646,3.319,0.001,0.088,0.68
4369.1,8.703,0.072,0.283,6.643,2.513,0.001,0.101,0.765
4369.2,8.703,0.068,0.285,6.695,1.982,0.001,0.11,0.792
4369.3,8.693,0.064,0.289,6.771,1.896,0.001,0.114,0.794
4369.4,8.672,0.061,0.292,6.863,1.619,0.001,0.114,0.778
4369.5,8.703,0.06,0.294,6.96,1.623,0.001,0.112,0.775
4369.6,8.672,0.06,0.301,7.039,2.022,0.001,0.109,0.765
4369.7,8.672,0.062,0.304,7.079,1.736,0.001,0.105,0.705
4369.8,8.672,0.063,0.3,7.104,1.185,0.001,0.1,0.69
4369.9,8.672,0.062,0.287,7.164,0.867,0.001,0.095,0.703
4370,8.672,0.056,0.264,7.298,0.985,0.001,0.089,0.689
4370.1,8.703,0.046,0.235,7.514,1.259,0.001,0.079,0.68
4370.2,8.703,0.039,0.21,7.788,1.472,0.001,0.061,0.678
4370.3,8.682,0.037,0.193,8.1,1.75,0.001,0.034,0.622
4370.4,8.672,0.04,0.182,8.434,2.193,0.001,0.02,0.573
4370.5,8.672,0.047,0.177,8.739,2.456,0.001,0.02,0.497
4370.6,8.672,0.056,0.178,8.946,2.594,0.001,0.02,0.422
4370.7,8.672,0.065,0.183,8.999,2.747,0.001,0.02,0.374
4370.8,8.672,0.073,0.191,8.891,3.105,0.001,0.02,0.345
4370.9,8.672,0.081,0.204,8.66,3.299,0.001,0.02,0.338
4371,8.672,0.087,0.221,8.363,3.062,0.001,0.02,0.345
4371.1,8.672,0.093,0.24,8.045,2.889,0.001,0.02,0.396
4371.2,8.693,0.097,0.258,7.743,2.752,0.001,0.02,0.452
4371.3,8.703,0.097,0.273,7.48,2.696,0.001,0.02,0.528
4371.4,8.703,0.089,0.282,7.289,2.66,0.001,0.036,0.607
4371.5,8.703,0.075,0.286,7.199,2.467,0.001,0.057,0.656
4371.6,8.688,0.063,0.288,7.212,2.224,0.001,0.069,0.666
4371.7,8.693,0.057,0.287,7.277,1.933,0.001,0.072,0.663
4371.8,8.687,0.059,0.289,7.312,1.88,0.001,0.07,0.652
4371.9,8.672,0.063,0.291,7.269,1.882,0.001,0.067,0.668
4372,8.672,0.067,0.296,7.166,1.886,0.001,0.069,0.713
4372.1,8.703,0.067,0.301,7.062,1.873,0.001,0.074,0.716
4372.2,8.703,0.068,0.307,7,1.874,0.001,0.08,0.752
4372.3,8.703,0.07,0.31,6.996,1.859,0.001,0.085,0.769
4372.4,8.703,0.072,0.308,7.045,1.835,0.001,0.089,0.782
4372.5,8.703,0.071,0.304,7.131,1.855,0.001,0.093,0.768
4372.6,8.703,0.066,0.298,7.227,1.697,0.001,0.097,0.738
4372.7,8.703,0.059,0.295,7.321,1.579,0.001,0.099,0.722
4372.8,8.672,0.051,0.295,7.416,1.575,0.001,0.096,0.707
