DEPTH,CALI,DRHO,NPHI,PEF,RT,KLOGH,PHIF,VSH
4410.8,8.641,0.059,0.207,5.385,0.361,145.653,0.206,0.165
4410.9,8.648,0.057,0.208,5.4,0.361,130.958,0.206,0.17
4411,8.625,0.054,0.207,5.415,0.359,136.199,0.205,0.167
4411.1,8.672,0.051,0.203,5.456,0.371,118.91,0.202,0.171
4411.2,8.672,0.046,0.2,5.572,0.416,91.486,0.195,0.178
4411.3,8.672,0.039,0.195,5.796,0.484,54.264,0.183,0.193
4411.4,8.688,0.032,0.187,6.09,0.643,23.9,0.166,0.216
4411.5,8.703,0.03,0.18,6.359,0.865,6.496,0.142,0.258
4411.6,8.703,0.035,0.173,6.541,1.184,1.406,0.114,0.307
4411.7,8.703,0.046,0.168,6.624,1.391,0.413,0.087,0.343
4411.8,8.672,0.058,0.168,6.647,1.387,0.212,0.067,0.357
4411.9,8.688,0.068,0.166,6.669,1.261,0.159,0.055,0.36
4412,8.703,0.075,0.166,6.68,1.095,0.152,0.05,0.357
4412.1,8.75,0.085,0.16,6.604,0.898,0.156,0.048,0.354
4412.2,8.75,0.099,0.159,6.38,0.754,0.243,0.054,0.338
4412.3,8.693,0.107,0.157,6.031,0.646,0.701,0.072,0.303
4412.4,8.672,0.104,0.154,5.684,0.617,3.5,0.101,0.252
4412.5,8.672,0.09,0.154,5.436,0.635,15.694,0.133,0.207
4412.6,8.672,0.076,0.155,5.299,0.656,46.059,0.155,0.175
4412.7,8.672,0.066,0.157,5.238,0.69,82.577,0.165,0.156
4412.8,8.672,0.061,0.161,5.258,0.713,83.771,0.166,0.156
4412.9,8.672,0.053,0.167,5.419,0.728,74.884,0.163,0.159
4413,8.672,0.044,0.174,5.708,0.727,45.256,0.157,0.177
4413.1,8.672,0.037,0.179,6.037,0.732,26.62,0.147,0.195
4413.2,8.703,0.037,0.18,6.331,0.818,14.743,0.136,0.213
4413.3,8.766,0.04,0.177,6.562,0.884,6.872,0.121,0.237
4413.4,8.781,0.044,0.179,6.727,0.907,3.341,0.106,0.259
4413.5,8.781,0.047,0.182,6.784,1.385,1.561,0.091,0.282
4413.6,8.727,0.05,0.186,6.84,1.504,0.729,0.076,0.305
4413.7,8.703,0.054,0.187,6.834,1.73,0.31,0.063,0.335
4413.8,8.703,0.056,0.192,6.85,1.951,0.181,0.055,0.353
4413.9,8.727,0.055,0.197,6.921,1.97,0.112,0.05,0.372
4414,8.75,0.051,0.207,7.03,1.977,0.082,0.047,0.385
4414.1,8.727,0.047,0.22,7.151,2.007,0.053,0.044,0.403
4414.2,8.682,0.045,0.23,7.268,2.091,0.039,0.038,0.413
4414.3,8.703,0.049,0.24,7.377,2.187,0.028,0.031,0.421
4414.4,8.75,0.058,0.243,7.477,2.184,0.022,0.023,0.426
4414.5,8.703,0.066,0.246,7.566,2.158,0.022,0.02,0.424
4414.6,8.703,0.069,0.237,7.665,2.103,0.028,0.022,0.414
4414.7,8.703,0.066,0.22,7.771,2.15,0.062,0.026,0.379
4414.8,8.75,0.061,0.191,7.842,2.141,0.15,0.026,0.337
4414.9,8.703,0.058,0.162,7.801,1.55,0.47,0.02,0.276
4415,8.75,0.061,0.124,7.597,1.116,2.042,0.02,0.206
4415.1,8.75,0.068,0.093,7.276,1.341,8.994,0.02,0.134
4415.2,8.781,0.078,0.069,6.927,2.53,23.848,0.02,0.087
4415.3,8.75,0.089,0.058,6.624,3.649,46.223,0.02,0.055
4415.4,8.719,0.097,0.056,6.41,6.257,58.36,0.02,0.044
4415.5,8.703,0.099,0.056,6.281,7.763,87.36,0.035,0.037
4415.6,8.672,0.093,0.061,6.218,7.348,157.296,0.06,0.032
4415.7,8.672,0.082,0.065,6.193,7.015,278.301,0.087,0.028
4415.8,8.672,0.068,0.069,6.188,6.851,497.463,0.111,0.021
4415.9,8.682,0.058,0.073,6.21,6.952,620.554,0.127,0.025
4416,8.672,0.053,0.078,6.278,7.109,666.224,0.134,0.028
4416.1,8.672,0.054,0.082,6.408,6.872,743.605,0.136,0.024
4416.2,8.672,0.056,0.086,6.59,6.405,727.915,0.135,0.024
4416.3,8.672,0.058,0.088,6.772,6.2,621.614,0.133,0.03
4416.4,8.672,0.058,0.09,6.89,5.864,610.311,0.133,0.031
4416.5,8.672,0.055,0.091,6.924,5.165,616.791,0.134,0.032
4416.6,8.672,0.051,0.091,6.9,4.683,625.032,0.134,0.031
4416.7,8.672,0.049,0.091,6.84,4.583,622.268,0.133,0.03
4416.8,8.672,0.049,0.09,6.764,4.521,649.349,0.131,0.026
4416.9,8.672,0.05,0.087,6.686,4.404,611.771,0.129,0.027
4417,8.672,0.053,0.085,6.63,4.386,585.182,0.127,0.028
4417.1,8.672,0.056,0.085,6.61,4.803,615.259,0.127,0.025
4417.2,8.693,0.059,0.084,6.63,5.314,615.39,0.128,0.026
4417.3,8.672,0.059,0.089,6.684,5.232,630.638,0.132,0.028
4417.4,8.672,0.057,0.093,6.756,4.953,651.922,0.136,0.03
4417.5,8.672,0.053,0.098,6.837,4.933,608.309,0.139,0.037
4417.6,8.672,0.048,0.103,6.923,4.482,505.056,0.141,0.047
4417.7,8.672,0.047,0.104,7.015,3.45,406.173,0.139,0.056
4417.8,8.672,0.049,0.103,7.085,3.443,319.087,0.136,0.065
4417.9,8.672,0.053,0.099,7.089,3.704,358.478,0.134,0.057
4418,8.672,0.056,0.096,7.004,3.451,510.314,0.133,0.04
4418.1,8.672,0.057,0.093,6.88,3.419,620.777,0.134,0.031
4418.2,8.672,0.056,0.092,6.817,3.565,606.045,0.137,0.035
4418.3,8.672,0.053,0.091,6.893,3.53,614.795,0.141,0.038
4418.4,8.672,0.049,0.091,7.098,3.514,705.465,0.145,0.034
4418.5,8.672,0.044,0.092,7.384,3.511,823.58,0.147,0.029
4418.6,8.672,0.04,0.094,7.695,3.432,900.254,0.148,0.025
4418.7,8.672,0.036,0.096,7.969,3.261,862.464,0.146,0.026
4418.8,8.672,0.032,0.1,8.138,3.074,778.637,0.142,0.027
4418.9,8.672,0.03,0.103,8.152,3.058,719.791,0.134,0.024
4419,8.672,0.033,0.107,8.016,2.96,620.657,0.123,0.021
4419.1,8.672,0.043,0.11,7.798,2.586,456.974,0.112,0.026
4419.2,8.672,0.055,0.112,7.571,2.306,375.573,0.108,0.032
4419.3,8.672,0.061,0.113,7.391,1.998,399.558,0.114,0.034
4419.4,8.672,0.055,0.115,7.308,1.893,475.343,0.126,0.037
4419.5,8.672,0.039,0.12,7.366,1.877,545.597,0.135,0.038
4419.6,8.672,0.021,0.125,7.537,1.833,589.194,0.133,0.033
4419.7,8.672,0.018,0.129,7.66,1.908,437.693,0.117,0.033
4419.8,8.672,0.033,0.132,7.568,1.682,276.178,0.092,0.033
4419.9,8.648,0.06,0.135,7.212,1.115,173.072,0.071,0.037
4420,8.672,0.082,0.133,6.736,0.783,157.14,0.068,0.039
4420.1,8.672,0.087,0.134,6.34,0.584,188.276,0.085,0.045
4420.2,8.672,0.078,0.138,6.121,0.479,276.514,0.111,0.05
4420.3,8.672,0.068,0.143,6.051,0.433,365.55,0.133,0.056
4420.4,8.672,0.064,0.148,6.041,0.432,388.051,0.145,0.063
4420.5,8.672,0.065,0.156,6.031,0.453,331.566,0.152,0.077
4420.6,8.672,0.065,0.163,5.993,0.443,279.895,0.159,0.092
4420.7,8.672,0.063,0.169,5.923,0.408,307.045,0.168,0.095
4420.8,8.648,0.059,0.174,5.842,0.392,297.789,0.177,0.104
4420.9,8.672,0.053,0.176,5.773,0.385,292.451,0.183,0.111
4421,8.672,0.05,0.178,5.739,0.385,309.791,0.187,0.112
4421.1,8.672,0.049,0.179,5.75,0.395,256.97,0.189,0.122
4421.2,8.672,0.049,0.178,5.799,0.4,213.223,0.189,0.131
4421.3,8.648,0.05,0.179,5.86,0.41,193.085,0.188,0.135
4421.4,8.625,0.051,0.177,5.903,0.437,166.048,0.185,0.14
4421.5,8.648,0.052,0.173,5.903,0.458,142.894,0.178,0.141
4421.6,8.672,0.054,0.173,5.858,0.49,102.991,0.169,0.149
4421.7,8.672,0.054,0.172,5.798,0.512,79.949,0.16,0.153
4421.8,8.672,0.052,0.169,5.791,0.575,66.819,0.152,0.154
4421.9,8.672,0.045,0.165,5.894,0.68,56.548,0.143,0.154
4422,8.672,0.039,0.16,6.11,0.803,39.182,0.129,0.16
4422.1,8.672,0.039,0.155,6.363,0.95,25.786,0.109,0.162
4422.2,8.682,0.051,0.149,6.549,1.108,10.711,0.083,0.182
4422.3,8.703,0.069,0.147,6.613,1.308,2.368,0.062,0.236
4422.4,8.703,0.08,0.146,6.592,1.343,0.646,0.053,0.291
4422.5,8.703,0.08,0.144,6.559,1.429,0.494,0.057,0.307
4422.6,8.703,0.072,0.142,6.561,1.575,0.921,0.066,0.285
4422.7,8.738,0.065,0.135,6.583,1.4,1.806,0.07,0.256
4422.8,8.745,0.065,0.13,6.566,1.117,2.859,0.069,0.232
4422.9,8.75,0.072,0.125,6.466,1.008,3.224,0.065,0.224
4423,8.736,0.079,0.123,6.306,0.995,3.757,0.068,0.219
4423.1,8.703,0.081,0.122,6.151,0.968,3.824,0.079,0.228
4423.2,8.69,0.079,0.125,5.988,0.824,6.472,0.099,0.22
4423.3,8.676,0.08,0.136,5.802,0.669,11.657,0.117,0.208
4423.4,8.672,0.08,0.146,5.654,0.547,23.217,0.131,0.187
4423.5,8.672,0.078,0.156,5.572,0.489,43.961,0.142,0.166
4423.6,8.672,0.074,0.163,5.542,0.456,67.759,0.151,0.153
4423.7,8.672,0.068,0.167,5.535,0.459,100.494,0.16,0.142
4423.8,8.672,0.062,0.167,5.531,0.459,151.37,0.167,0.128
4423.9,8.697,0.058,0.162,5.523,0.471,242.185,0.169,0.108
4424,8.703,0.056,0.156,5.529,0.482,278.059,0.167,0.099
4424.1,8.682,0.055,0.151,5.572,0.47,244.572,0.163,0.102
4424.2,8.684,0.056,0.145,5.637,0.463,245.648,0.156,0.096
4424.3,8.678,0.06,0.142,5.671,0.448,215.389,0.149,0.095
4424.4,8.672,0.064,0.151,5.644,0.439,177.046,0.143,0.1
4424.5,8.672,0.067,0.162,5.576,0.44,162.345,0.142,0.103
4424.6,8.697,0.067,0.169,5.498,0.439,181.807,0.145,0.1
4424.7,8.703,0.066,0.174,5.43,0.425,163.966,0.149,0.109
4424.8,8.68,0.064,0.176,5.384,0.389,151.124,0.155,0.118
4424.9,8.678,0.059,0.172,5.368,0.378,174.609,0.162,0.118
4425,8.703,0.053,0.165,5.391,0.387,189.277,0.168,0.119
4425.1,8.703,0.048,0.161,5.45,0.396,203.201,0.171,0.118
4425.2,8.672,0.048,0.159,5.514,0.406,206.198,0.169,0.116
4425.3,8.672,0.052,0.158,5.539,0.427,191.833,0.166,0.116
4425.4,8.695,0.058,0.157,5.491,0.437,212.804,0.162,0.108
4425.5,8.703,0.063,0.161,5.383,0.441,264.553,0.162,0.097
4425.6,8.678,0.065,0.168,5.267,0.435,291.619,0.165,0.095
4425.7,8.672,0.064,0.171,5.181,0.426,286.198,0.168,0.099
4425.8,8.672,0.061,0.171,5.155,0.42,252.954,0.17,0.107
4425.9,8.672,0.056,0.168,5.224,0.428,218.61,0.171,0.114
4426,8.678,0.051,0.165,5.366,0.451,177.056,0.168,0.122
4426.1,8.703,0.05,0.16,5.5,0.479,137.584,0.161,0.128
4426.2,8.703,0.054,0.159,5.566,0.504,104.803,0.152,0.133
4426.3,8.703,0.061,0.161,5.564,0.516,89.856,0.146,0.135
4426.4,8.672,0.066,0.166,5.529,0.505,94.737,0.144,0.131
4426.5,8.672,0.067,0.168,5.485,0.498,93.496,0.147,0.134
4426.6,8.703,0.066,0.167,5.435,0.487,82.252,0.151,0.143
4426.7,8.703,0.064,0.166,5.388,0.48,81.596,0.154,0.147
4426.8,8.703,0.062,0.164,5.366,0.484,96.027,0.157,0.141
4426.9,8.672,0.059,0.165,5.396,0.485,122.279,0.16,0.132
4427,8.672,0.055,0.164,5.473,0.487,140.227,0.161,0.127
4427.1,8.672,0.055,0.163,5.54,0.499,158.037,0.158,0.119
4427.2,8.672,0.057,0.161,5.568,0.52,140.305,0.154,0.121
4427.3,8.672,0.058,0.158,5.578,0.524,127.92,0.151,0.122
4427.4,8.672,0.057,0.157,5.596,0.509,117.608,0.15,0.125
4427.5,8.672,0.056,0.157,5.619,0.516,109.466,0.147,0.127
4427.6,8.682,0.057,0.158,5.647,0.541,92.196,0.142,0.13
4427.7,8.672,0.057,0.158,5.706,0.58,72.537,0.136,0.137
4427.8,8.687,0.055,0.155,5.809,0.607,59.526,0.131,0.142
4427.9,8.682,0.055,0.155,5.918,0.631,51.763,0.126,0.144
4428,8.672,0.059,0.151,5.958,0.653,57.48,0.12,0.134
4428.1,8.672,0.066,0.145,5.888,0.665,73.787,0.115,0.117
4428.2,8.672,0.071,0.138,5.742,0.662,86.451,0.114,0.108
4428.3,8.672,0.07,0.133,5.595,0.645,111.123,0.118,0.1
4428.4,8.672,0.067,0.13,5.491,0.639,134.933,0.124,0.096
4428.5,8.672,0.064,0.13,5.432,0.647,138.645,0.129,0.099
4428.6,8.672,0.064,0.131,5.412,0.672,121.21,0.131,0.107
4428.7,8.703,0.065,0.132,5.418,0.697,110.817,0.133,0.113
4428.8,8.682,0.066,0.137,5.433,0.688,109.127,0.134,0.115
4428.9,8.672,0.067,0.14,5.437,0.663,103.594,0.137,0.12
4429,8.641,0.067,0.145,5.427,0.637,104.914,0.139,0.121
4429.1,8.625,0.065,0.146,5.418,0.621,115.61,0.142,0.119
4429.2,8.625,0.062,0.147,5.43,0.615,132.865,0.143,0.114
4429.3,8.672,0.059,0.144,5.464,0.633,132.45,0.143,0.114
4429.4,8.672,0.057,0.144,5.505,0.656,134.968,0.142,0.111
4429.5,8.672,0.056,0.143,5.528,0.675,118.912,0.138,0.114
4429.6,8.672,0.058,0.141,5.524,0.709,102.944,0.134,0.117
4429.7,8.672,0.063,0.137,5.502,0.757,92.659,0.13,0.119
4429.8,8.672,0.068,0.132,5.49,0.772,91.036,0.129,0.119
4429.9,8.672,0.068,0.129,5.517,0.724,100.196,0.133,0.118
4430,8.672,0.06,0.128,5.603,0.653,140.371,0.138,0.106
4430.1,8.672,0.05,0.129,5.733,0.647,168.965,0.139,0.098
4430.2,8.672,0.044,0.129,5.849,0.702,155.465,0.132,0.096
4430.3,8.672,0.05,0.127,5.899,0.795,123.788,0.118,0.095
4430.4,8.672,0.063,0.124,5.876,0.874,90.395,0.103,0.096
4430.5,8.672,0.078,0.122,5.82,0.877,65.438,0.091,0.101
4430.6,8.672,0.087,0.125,5.771,0.768,41.585,0.087,0.119
4430.7,8.688,0.089,0.131,5.73,0.726,36.124,0.09,0.129
4430.8,8.703,0.086,0.142,5.677,0.707,37.32,0.098,0.135
4430.9,8.682,0.08,0.153,5.615,0.694,35.627,0.108,0.146
4431,8.672,0.075,0.159,5.579,0.687,35.975,0.117,0.153
4431.1,8.682,0.07,0.161,5.607,0.706,40.947,0.123,0.152
4431.2,8.703,0.066,0.16,5.696,0.764,38.066,0.126,0.158
4431.3,8.703,0.063,0.159,5.802,0.847,24.152,0.126,0.18
4431.4,8.703,0.062,0.157,5.888,0.874,18.563,0.123,0.19
4431.5,8.703,0.062,0.156,5.945,0.865,17.497,0.118,0.189
4431.6,8.703,0.061,0.155,6.003,0.856,16.261,0.113,0.188
4431.7,8.703,0.056,0.156,6.098,0.867,14.744,0.11,0.19
4431.8,8.719,0.048,0.158,6.244,0.883,12.293,0.106,0.196
4431.9,8.703,0.044,0.16,6.397,0.905,9.605,0.101,0.203
4432,8.75,0.048,0.159,6.488,0.94,7.072,0.091,0.209
4432.1,8.703,0.059,0.16,6.503,1.036,4.312,0.082,0.224
4432.2,8.703,0.067,0.157,6.507,1.139,2.902,0.076,0.238
4432.3,8.703,0.065,0.154,6.579,1.147,2.333,0.075,0.248
4432.4,8.75,0.055,0.149,6.762,1.179,2.213,0.073,0.249
4432.5,8.75,0.049,0.144,6.989,1.25,2.959,0.064,0.227
4432.6,8.75,0.052,0.135,7.125,1.234,4.695,0.049,0.192
4432.7,8.715,0.063,0.125,7.069,1.098,8.272,0.036,0.152
4432.8,8.703,0.077,0.114,6.84,0.965,16.459,0.03,0.114
4432.9,8.703,0.086,0.11,6.522,0.932,29.136,0.036,0.091
4433,8.691,0.087,0.111,6.217,0.91,54.319,0.051,0.075
4433.1,8.672,0.082,0.117,5.994,0.844,100.913,0.072,0.063
4433.2,8.672,0.076,0.124,5.861,0.745,140.792,0.09,0.064
4433.3,8.643,0.071,0.135,5.806,0.615,169.479,0.106,0.069
4433.4,8.658,0.067,0.14,5.829,0.494,198.561,0.12,0.074
4433.5,8.672,0.063,0.147,5.909,0.496,167.58,0.133,0.093
4433.6,8.672,0.06,0.152,5.99,0.577,124.039,0.141,0.115
4433.7,8.693,0.06,0.153,6.04,0.614,89.527,0.143,0.133
4433.8,8.672,0.062,0.157,6.064,0.618,70.525,0.141,0.143
4433.9,8.693,0.064,0.157,6.079,0.615,52.358,0.139,0.155
4434,8.727,0.066,0.156,6.075,0.621,48.418,0.137,0.157
4434.1,8.734,0.067,0.157,6.019,0.623,55.375,0.138,0.151
4434.2,8.684,0.067,0.163,5.908,0.613,67.485,0.139,0.143
4434.3,8.625,0.067,0.166,5.783,0.631,76.437,0.141,0.138
4434.4,8.672,0.065,0.163,5.707,0.659,65.223,0.142,0.147
4434.5,8.682,0.063,0.163,5.725,0.689,43.166,0.142,0.167
4434.6,8.703,0.062,0.162,5.868,0.725,31.887,0.137,0.177
4434.7,8.75,0.063,0.161,6.108,0.744,20.552,0.127,0.189
4434.8,8.727,0.068,0.169,6.297,0.742,16.174,0.115,0.191
4434.9,8.693,0.072,0.184,6.349,0.708,16.741,0.111,0.185
4435,8.672,0.073,0.193,6.328,0.662,19.552,0.115,0.181
4435.1,8.672,0.071,0.197,6.303,0.61,23.096,0.122,0.18
4435.2,8.672,0.07,0.197,6.274,0.547,29.297,0.132,0.176
4435.3,8.678,0.072,0.196,6.206,0.467,39.568,0.142,0.171
4435.4,8.691,0.073,0.194,6.05,0.367,53.773,0.157,0.169
4435.5,8.672,0.07,0.193,5.868,0.328,76.204,0.174,0.168
4435.6,8.672,0.065,0.192,5.755,0.322,92.56,0.187,0.17
4435.7,8.675,0.059,0.191,5.715,0.338,103.743,0.193,0.17
4435.8,8.693,0.055,0.187,5.701,0.351,108.433,0.196,0.17
4435.9,8.703,0.051,0.185,5.689,0.364,108.978,0.196,0.17
4436,8.697,0.049,0.183,5.671,0.379,98.77,0.194,0.173
4436.1,8.703,0.049,0.182,5.65,0.394,97.612,0.191,0.171
4436.2,8.703,0.051,0.18,5.635,0.409,93.976,0.188,0.17
4436.3,8.703,0.053,0.178,5.628,0.418,85.735,0.185,0.172
4436.4,8.703,0.055,0.175,5.618,0.418,77.941,0.183,0.175
4436.5,8.703,0.057,0.174,5.595,0.408,84.276,0.182,0.17
4436.6,8.703,0.06,0.173,5.559,0.405,93.157,0.181,0.165
4436.7,8.703,0.061,0.175,5.519,0.396,103.966,0.182,0.16
4436.8,8.687,0.062,0.179,5.482,0.384,112.935,0.184,0.158
4436.9,8.682,0.062,0.178,5.449,0.373,122.414,0.188,0.157
4437,8.703,0.061,0.18,5.429,0.364,121.105,0.192,0.162
4437.1,8.703,0.059,0.182,5.442,0.361,125.946,0.196,0.163
4437.2,8.687,0.057,0.186,5.493,0.362,134.732,0.199,0.163
4437.3,8.672,0.054,0.188,5.571,0.364,142.631,0.203,0.163
4437.4,8.672,0.051,0.189,5.639,0.364,140.58,0.207,0.168
4437.5,8.672,0.05,0.191,5.631,0.364,161.633,0.211,0.164
4437.6,8.672,0.049,0.191,5.566,0.339,154.16,0.209,0.165
4437.7,8.672,0.048,0.191,5.5,0.333,147.186,0.208,0.166
4437.8,8.672,0.049,0.191,5.489,0.33,142.229,0.2,0.16
4437.9,8.672,0.053,0.189,5.5,0.332,111.879,0.188,0.162
4438,8.672,0.059,0.185,5.497,0.342,93.786,0.178,0.161
4438.1,8.672,0.064,0.181,5.487,0.357,89.449,0.172,0.158
4438.2,8.672,0.065,0.179,5.497,0.374,86.569,0.171,0.159
4438.3,8.672,0.063,0.177,5.534,0.397,84.735,0.174,0.163
4438.4,8.672,0.06,0.175,5.577,0.429,84.172,0.177,0.166
4438.5,8.672,0.056,0.174,5.607,0.448,77.577,0.181,0.173
4438.6,8.672,0.052,0.177,5.611,0.454,80.612,0.186,0.176
4438.7,8.672,0.052,0.182,5.599,0.46,84.057,0.19,0.177
4438.8,8.672,0.055,0.188,5.578,0.433,108.174,0.192,0.167
4438.9,8.672,0.059,0.191,5.55,0.396,120.584,0.194,0.163
4439,8.672,0.063,0.19,5.523,0.366,108.511,0.196,0.171
4439.1,8.695,0.063,0.183,5.516,0.353,95.14,0.201,0.181
4439.2,8.706,0.058,0.177,5.555,0.352,76.427,0.205,0.195
4439.3,8.706,0.051,0.172,5.626,0.36,80.09,0.207,0.195
4439.4,8.703,0.048,0.17,5.675,0.356,72.462,0.204,0.197
4439.5,8.703,0.049,0.171,5.673,0.357,57.971,0.197,0.201
4439.6,8.703,0.052,0.172,5.634,0.377,51.457,0.19,0.201
4439.7,8.675,0.053,0.174,5.588,0.402,51.807,0.184,0.195
4439.8,8.672,0.054,0.174,5.559,0.417,40.803,0.178,0.202
4439.9,8.672,0.055,0.171,5.557,0.438,37.875,0.174,0.201
4440,8.672,0.057,0.168,5.574,0.463,33.383,0.17,0.204
4440.1,8.672,0.06,0.166,5.597,0.485,29.911,0.167,0.206
4440.2,8.672,0.062,0.166,5.615,0.523,35.913,0.165,0.196
4440.3,8.684,0.062,0.166,5.608,0.559,41.576,0.166,0.19
4440.4,8.703,0.062,0.169,5.574,0.586,44.25,0.168,0.189
4440.5,8.693,0.06,0.172,5.535,0.585,45.483,0.171,0.19
4440.6,8.672,0.059,0.173,5.504,0.558,40.756,0.173,0.197
4440.7,8.672,0.058,0.172,5.503,0.524,40.056,0.174,0.199
4440.8,8.672,0.059,0.171,5.533,0.501,38.46,0.175,0.201
4440.9,8.703,0.059,0.17,5.573,0.491,29.725,0.174,0.214
4441,8.703,0.059,0.172,5.604,0.503,32.547,0.174,0.209
4441.1,8.687,0.059,0.176,5.614,0.487,32.058,0.175,0.21
4441.2,8.672,0.059,0.176,5.583,0.46,33.613,0.177,0.21
4441.3,8.672,0.057,0.174,5.52,0.441,33.18,0.181,0.214
4441.4,8.672,0.051,0.171,5.518,0.454,30.021,0.183,0.221
4441.5,8.672,0.047,0.166,5.618,0.499,22.326,0.18,0.232
4441.6,8.672,0.047,0.163,5.754,0.61,15.847,0.169,0.239
4441.7,8.672,0.053,0.161,5.836,0.704,10.579,0.156,0.247
4441.8,8.695,0.061,0.16,5.818,0.744,9.993,0.146,0.241
4441.9,8.703,0.065,0.163,5.73,0.739,12.522,0.144,0.228
4442,8.672,0.066,0.168,5.637,0.681,20.814,0.149,0.208
4442.1,8.672,0.064,0.17,5.576,0.585,34.708,0.156,0.19
4442.2,8.672,0.062,0.171,5.552,0.499,55.895,0.162,0.172
4442.3,8.672,0.06,0.172,5.562,0.464,62.478,0.164,0.169
4442.4,8.688,0.057,0.172,5.616,0.565,52.52,0.164,0.177
4442.5,8.703,0.055,0.172,5.705,0.71,42.563,0.161,0.185
4442.6,8.703,0.055,0.172,5.809,0.693,25.419,0.155,0.204
4442.7,8.672,0.055,0.171,5.911,0.632,16.624,0.147,0.217
4442.8,8.682,0.054,0.165,6.011,0.57,9.256,0.14,0.239
4442.9,8.703,0.053,0.161,6.138,0.595,5.922,0.134,0.255
4443,8.75,0.055,0.154,6.276,0.7,4.352,0.125,0.262
4443.1,8.76,0.063,0.15,6.365,0.849,3.181,0.113,0.267
4443.2,8.781,0.072,0.146,6.35,0.964,2.263,0.103,0.274
4443.3,8.76,0.073,0.142,6.242,1.005,1.554,0.101,0.291
4443.4,8.727,0.069,0.137,6.091,1.016,1.75,0.106,0.289
4443.5,8.703,0.064,0.127,5.921,1.025,1.776,0.111,0.293
4443.6,8.703,0.064,0.119,5.744,0.997,1.615,0.112,0.298
4443.7,8.703,0.069,0.114,5.593,0.949,2.119,0.112,0.285
4443.8,8.682,0.072,0.116,5.507,0.885,4.141,0.115,0.256
4443.9,8.625,0.071,0.121,5.494,0.816,9.407,0.122,0.223
4444,8.625,0.067,0.123,5.528,0.774,22.001,0.132,0.19
4444.1,8.672,0.063,0.122,5.583,0.727,48.549,0.14,0.159
4444.2,8.672,0.059,0.125,5.644,0.694,77.626,0.145,0.141
4444.3,8.672,0.053,0.131,5.739,0.654,93.32,0.145,0.133
4444.4,8.672,0.044,0.139,5.943,0.645,105.066,0.142,0.124
4444.5,8.656,0.036,0.145,6.255,0.651,99.345,0.134,0.119
4444.6,8.672,0.037,0.145,6.547,0.677,69,0.116,0.121
4444.7,8.687,0.052,0.138,6.632,0.728,36.318,0.095,0.133
4444.8,8.672,0.074,0.131,6.439,0.814,15.98,0.08,0.159
4444.9,8.672,0.089,0.124,6.103,0.963,7.876,0.081,0.195
4445,8.672,0.089,0.119,5.833,1.22,5.772,0.098,0.224
4445.1,8.672,0.08,0.117,5.742,1.255,14.067,0.119,0.201
4445.2,8.672,0.07,0.114,5.8,1.017,43.932,0.136,0.161
4445.3,8.672,0.064,0.11,5.95,0.834,123.555,0.145,0.118
4445.4,8.672,0.058,0.103,6.183,0.637,242.449,0.147,0.088
4445.5,8.672,0.05,0.092,6.476,0.664,384.565,0.145,0.064
4445.6,8.672,0.039,0.076,6.748,1.135,488.923,0.138,0.046
4445.7,8.672,0.028,0.057,6.896,1.961,401.166,0.121,0.04
4445.8,8.703,0.025,0.036,6.875,2.549,244.592,0.092,0.038
4445.9,8.703,0.031,0.02,6.738,3.287,126.132,0.054,0.037
4446,8.703,0.046,0.008,6.571,4.533,66.685,0.02,0.037
4446.1,8.75,0.06,0,6.421,8.683,62.547,0.02,0.04
4446.2,8.719,0.07,-0.002,6.288,21.235,56.704,0.02,0.045
4446.3,8.672,0.074,-0.002,6.175,35.732,54.835,0.02,0.047
4446.4,8.672,0.075,-0.002,6.085,54.722,53.219,0.02,0.048
4446.5,8.672,0.074,-0.001,6.016,96.489,50.498,0.02,0.051
4446.6,8.672,0.073,0,5.953,137.981,49.143,0.02,0.052
4446.7,8.672,0.071,0.002,5.891,165.436,48.209,0.02,0.053
4446.8,8.672,0.069,0.004,5.841,194.661,51.202,0.02,0.05
4446.9,8.688,0.068,0.004,5.823,219.533,50.331,0.02,0.051
4447,8.703,0.068,0.005,5.849,222.752,47.675,0.02,0.054
4447.1,8.703,0.07,0.005,5.915,192.394,47.038,0.02,0.054
4447.2,8.703,0.071,0.005,5.991,156.404,47.403,0.02,0.054
4447.3,8.703,0.072,0.005,6.04,137.301,45.589,0.02,0.056
4447.4,8.688,0.073,0.006,6.054,126.037,48.194,0.02,0.053
4447.5,8.693,0.076,0.006,6.043,118.619,46.56,0.02,0.055
4447.6,8.672,0.078,0.006,6.017,120.292,47.741,0.02,0.053
4447.7,8.703,0.079,0.005,5.974,118.012,46.217,0.02,0.055
4447.8,8.703,0.077,0.005,5.915,111.1,46.122,0.02,0.055
4447.9,8.672,0.073,0.006,5.867,97.725,50.678,0.02,0.051
4448,8.703,0.07,0.003,5.856,89.06,57.679,0.02,0.044
4448.1,8.703,0.07,0.001,5.901,93.512,66.629,0.02,0.037
4448.2,8.703,0.073,-0.001,5.982,102.067,75.527,0.02,0.031
4448.3,8.703,0.076,-0.003,6.053,110,80.435,0.02,0.028
4448.4,8.703,0.078,-0.003,6.086,121.095,83.818,0.02,0.026
4448.5,8.672,0.078,-0.002,6.095,134.897,83.934,0.02,0.026
4448.6,8.672,0.078,-0.002,6.128,129.071,81.846,0.02,0.027
