iter	RMSE
142	0.01316890457
143	0.01308312122
144	0.01301570286
145	0.01294019183
146	0.01287152125
147	0.01279723696
148	0.01272916288
149	0.01266441473
150	0.01261151613
151	0.0125572721
152	0.01250312271
153	0.01244080262
154	0.01237616919
155	0.01231095678
156	0.01224975344
157	0.012193473
158	0.01214202462
159	0.01207407559
160	0.01202233674
161	0.01197596954
162	0.0119284856
163	0.01186342737
164	0.01180711589
165	0.01176457311
166	0.01170185605
167	0.01165198393
168	0.01160326284
169	0.01154830671
170	0.01150261723
171	0.01145203463
172	0.01140322958
173	0.01135224296
174	0.01129672298
175	0.01125396583
176	0.01121137704
177	0.01116076341
178	0.01112124785
179	0.01106915599
180	0.01102730121
181	0.01098742935
182	0.01095036765
183	0.01090226971
184	0.01086641272
185	0.01082607046
186	0.0107911096
187	0.01074592964
188	0.01071202733
189	0.01067478362
190	0.01063728349
191	0.01060277804
192	0.01055927477
193	0.01051982976
194	0.01048059258
195	0.01044191498
196	0.01040403856
197	0.01036729802
198	0.0103336629
199	0.01029960296
200	0.01027030076
201	0.01023482607
202	0.01020382141
203	0.01018027986
204	0.01014605072
205	0.01010948734
206	0.01007719779
207	0.01005035225
208	0.01001947842
209	0.009989098406
210	0.009950617397
211	0.009913324587
212	0.009884114029
213	0.009848048846
214	0.009814225003
215	0.009785247549
216	0.009745214217
217	0.009719299341
218	0.009682398694
219	0.009654803508
220	0.009623119958
221	0.009589388146
222	0.009562359977
223	0.009530996301
224	0.009503023637
225	0.009473783107
226	0.00944839265
227	0.00941686554
228	0.009389083234
229	0.009366870861
230	0.009345480834
231	0.009320418332
232	0.009283773863
233	0.009259424959
234	0.009234949549
235	0.009200223422
236	0.00917039189
237	0.009148581634
238	0.009114829065
239	0.009089372027
240	0.00906471569
241	0.009039721915
242	0.009012503941
243	0.008985731156
244	0.008963528271
245	0.008935525734
246	0.0089141637
247	0.00889227571
248	0.008866294644
249	0.008842285955
250	0.008817100094
251	0.008788085624
252	0.008767794991
253	0.0087433037
254	0.008726586441
255	0.008703303327
256	0.008677922548
257	0.008652320869
258	0.008630230198
259	0.008609285272
260	0.008593004359
261	0.008571803868
262	0.008554707114
263	0.008532575363
264	0.008514096798
265	0.008496546761
266	0.008475249802
267	0.008455570609
268	0.008429817206
269	0.008408349414
270	0.008386328871
271	0.008365042189
272	0.008346024753
273	0.008325228412
274	0.00830689693
275	0.008287776355
276	0.008264236938
277	0.008239294178
278	0.008218063514
279	0.008199567852
280	0.008180356548
281	0.008160378413
282	0.008142061469
283	0.00811752984
284	0.008101133017
285	0.008080212079
286	0.008064499233
287	0.008046240569
288	0.008029128676
289	0.008012928733
290	0.007988678331
291	0.007973072241
292	0.007951455643
293	0.007930303103
294	0.007911097564
295	0.007894047492
296	0.007875677361
297	0.007858689873
298	0.007838843871
299	0.007823403671
300	0.007808745125
301	0.007790886917
302	0.007774520457
303	0.007756880579
304	0.007744391854
305	0.007721802189
306	0.007706413847
307	0.007686662069
308	0.007666205463
309	0.007648935633
310	0.007631977642
311	0.007616085119
312	0.007601727389
313	0.007584900321
314	0.007567126225
315	0.007545090585
316	0.00752730259
317	0.007512741375
318	0.007497618758
319	0.00748114708
320	0.007465623064
321	0.007447171001
322	0.007428373976
323	0.00741204367
324	0.007394864038
325	0.007382432055
326	0.007371604394
327	0.007356925141
328	0.007341697939
329	0.007326849741
330	0.007313216595
331	0.007300260705
332	0.007284277252
333	0.007268901234
334	0.007252083118
335	0.007241811207
336	0.00722610425
337	0.007213033901
338	0.007196778902
339	0.007186951785
340	0.007173482425
341	0.007158382584
342	0.007140059233
343	0.007128077712
344	0.007112480855
345	0.007099464521
346	0.007086708041
347	0.007073965335
348	0.007059675649
349	0.007043393942
350	0.007026368211
351	0.007010547042
352	0.006999113706
353	0.00698762487
354	0.006972565453
355	0.006957578801
356	0.00694341943
357	0.006931006583
358	0.006920176725
359	0.006903283381
360	0.00689124595
361	0.006878656416
362	0.006867370527
363	0.006857166413
364	0.006845104447
365	0.006826847687
366	0.006816225041
367	0.006804845505
368	0.006793763631
369	0.006777484168
370	0.006762704034
371	0.00675153463
372	0.006736195276
373	0.006723470876
374	0.006708892929
375	0.006698523252
376	0.006685557308
377	0.006671125685
378	0.006658736836
379	0.006644721419
380	0.006630070959
381	0.006616768975
382	0.006602953265
383	0.006590887666
384	0.006580502268
385	0.006564221967
386	0.006552720321
387	0.006539106535
388	0.00652808015
389	0.006517409644
390	0.006504038188
391	0.006492414368
392	0.006484132397
393	0.006472824645
394	0.006462231514
395	0.006452659159
396	0.006437424709
397	0.006426842523
398	0.006415694517
399	0.006403000987
